,Date and Time,O'Connell St Outside Clerys,Grafton St at Card Gallery,O'Connell Street at Easons,Henry Street at Butlers,Grafton Street at Korkys
6255,2008-09-23 15:00:00,4208,6289,6355,7590,5202
6256,2008-09-23 16:00:00,3995,6705,6699,7919,5377
6257,2008-09-23 17:00:00,4228,8114,8915,8640,5532
6258,2008-09-23 18:00:00,3575,5835,5713,5950,3689
6259,2008-09-23 19:00:00,2375,3441,2739,2321,1697
6260,2008-09-23 20:00:00,2115,2129,1666,2284,677
6261,2008-09-23 21:00:00,1408,1668,1491,1036,557
6262,2008-09-23 22:00:00,1383,1294,1132,785,245
6263,2008-09-23 23:00:00,943,1009,749,667,213
6264,2008-09-24 00:00:00,292,589,462,162,79
6265,2008-09-24 01:00:00,135,250,157,129,35
6266,2008-09-24 02:00:00,135,207,178,117,89
6267,2008-09-24 03:00:00,135,181,263,76,17
6268,2008-09-24 04:00:00,66,168,282,29,62
6269,2008-09-24 05:00:00,171,307,262,104,269
6270,2008-09-24 06:00:00,528,558,857,305,421
6271,2008-09-24 07:00:00,1125,931,1677,787,940
6272,2008-09-24 08:00:00,2409,2616,3896,2090,1899
6273,2008-09-24 09:00:00,2089,2411,2960,2398,2236
6274,2008-09-24 10:00:00,2209,2802,2494,3000,2834
6275,2008-09-24 11:00:00,2352,3287,3937,4014,3979
6276,2008-09-24 12:00:00,3053,6265,5963,5646,5348
6277,2008-09-24 13:00:00,3812,9616,9910,8028,6995
6278,2008-09-24 14:00:00,3496,7354,7331,7137,5912
6279,2008-09-24 15:00:00,3464,7095,6025,7681,6484
6280,2008-09-24 16:00:00,3954,7597,5157,7925,6840
6281,2008-09-24 17:00:00,4206,9012,9960,8075,6207
6282,2008-09-24 18:00:00,2937,6917,5954,5650,3880
6283,2008-09-24 19:00:00,2041,3861,3199,2675,1888
6284,2008-09-24 20:00:00,2039,2750,2183,2134,953
6285,2008-09-24 21:00:00,1510,2032,1567,978,628
6286,2008-09-24 22:00:00,1359,2013,1129,844,481
6287,2008-09-24 23:00:00,873,1406,1023,723,271
6288,2008-09-25 00:00:00,416,1093,605,192,124
6289,2008-09-25 01:00:00,159,604,293,136,74
6290,2008-09-25 02:00:00,128,460,235,147,64
6291,2008-09-25 03:00:00,131,515,346,54,61
6292,2008-09-25 04:00:00,63,190,173,33,91
6293,2008-09-25 05:00:00,135,304,372,144,358
6294,2008-09-25 06:00:00,488,500,631,321,495
6295,2008-09-25 07:00:00,995,1237,1772,661,749
6296,2008-09-25 08:00:00,1935,2427,2554,1367,955
6297,2008-09-25 09:00:00,1974,1537,2259,3236,2393
6298,2008-09-25 10:00:00,2188,2307,2856,4747,3733
6299,2008-09-25 11:00:00,2414,3758,4291,5649,4298
6300,2008-09-25 12:00:00,3387,6214,7424,6301,4684
6301,2008-09-25 13:00:00,4868,9932,9500,6856,5648
6302,2008-09-25 14:00:00,5494,8558,7100,5506,4386
6303,2008-09-25 15:00:00,3486,7504,6307,7101,5651
6304,2008-09-25 16:00:00,3840,7288,7092,7579,6222
6305,2008-09-25 17:00:00,4102,9460,10123,9070,6770
6306,2008-09-25 18:00:00,3349,9461,9679,6483,5721
6307,2008-09-25 19:00:00,2563,7877,5878,4702,3509
6308,2008-09-25 20:00:00,2639,5480,3510,3559,1929
6309,2008-09-25 21:00:00,1792,2341,2138,1017,831
6310,2008-09-25 22:00:00,1556,1967,1741,829,404
6311,2008-09-25 23:00:00,1015,1549,1242,734,292
6312,2008-09-26 00:00:00,567,1168,562,135,145
6313,2008-09-26 01:00:00,349,589,226,149,62
6314,2008-09-26 02:00:00,266,486,162,96,145
6315,2008-09-26 03:00:00,282,410,210,64,76
6316,2008-09-26 04:00:00,112,226,149,45,77
6317,2008-09-26 05:00:00,148,273,258,138,268
6318,2008-09-26 06:00:00,502,710,751,395,462
6319,2008-09-26 07:00:00,1112,599,1822,689,858
6320,2008-09-26 08:00:00,2196,1318,3619,1758,1837
6321,2008-09-26 09:00:00,2206,2761,3124,2020,2197
6322,2008-09-26 10:00:00,2368,3040,3404,2614,3038
6323,2008-09-26 11:00:00,2609,3978,4860,4536,4452
6324,2008-09-26 12:00:00,3559,6763,8702,6657,5450
6325,2008-09-26 13:00:00,4003,9866,12342,6988,6777
6326,2008-09-26 14:00:00,3726,8157,8247,7719,6506
6327,2008-09-26 15:00:00,3841,8455,7062,8255,7376
6328,2008-09-26 16:00:00,4114,8563,7114,8629,7384
6329,2008-09-26 17:00:00,4196,9667,10010,8554,6717
6330,2008-09-26 18:00:00,3027,6720,7473,5707,4238
6331,2008-09-26 19:00:00,2450,4978,3256,3389,2253
6332,2008-09-26 20:00:00,2716,4397,2031,3034,1280
6333,2008-09-26 21:00:00,2324,4138,1580,1014,922
6334,2008-09-26 22:00:00,2054,4192,1124,761,647
6335,2008-09-26 23:00:00,1655,3409,860,704,343
6336,2008-09-27 00:00:00,1021,2619,762,525,255
6337,2008-09-27 01:00:00,592,1593,548,478,193
6338,2008-09-27 02:00:00,515,1332,652,369,193
6339,2008-09-27 03:00:00,485,1893,993,293,140
6340,2008-09-27 04:00:00,154,563,290,159,79
6341,2008-09-27 05:00:00,107,248,150,162,155
6342,2008-09-27 06:00:00,262,473,341,229,255
6343,2008-09-27 07:00:00,419,457,455,316,423
6344,2008-09-27 08:00:00,732,800,757,692,792
6345,2008-09-27 09:00:00,1306,1655,1562,2314,2726
6346,2008-09-27 10:00:00,1932,2863,3745,5749,4938
6347,2008-09-27 11:00:00,2630,5987,7500,7144,5242
6348,2008-09-27 12:00:00,4152,9100,9811,8260,3781
6349,2008-09-27 13:00:00,5614,9206,11864,7584,5256
6350,2008-09-27 14:00:00,7181,10884,12472,8716,4615
6351,2008-09-27 15:00:00,7478,10168,10743,8002,3578
6352,2008-09-27 16:00:00,6079,9254,8523,7639,4998
6353,2008-09-27 17:00:00,3144,9928,8325,7470,6769
6354,2008-09-27 18:00:00,3302,7006,6481,4852,4901
6355,2008-09-27 19:00:00,2799,4329,3365,2869,2108
6356,2008-09-27 20:00:00,3313,4267,2599,2627,1000
6357,2008-09-27 21:00:00,2776,3984,2037,1025,856
6358,2008-09-27 22:00:00,2769,4201,1728,834,626
6359,2008-09-27 23:00:00,2024,3728,1473,728,425
6360,2008-09-28 00:00:00,1156,3342,1497,612,259
6361,2008-09-28 01:00:00,761,2445,1357,510,249
6362,2008-09-28 02:00:00,746,2251,1352,416,256
6363,2008-09-28 03:00:00,918,3359,1625,391,287
6364,2008-09-28 04:00:00,260,1347,1363,282,102
6365,2008-09-28 05:00:00,112,200,469,143,47
6366,2008-09-28 06:00:00,156,304,296,203,127
6367,2008-09-28 07:00:00,248,305,358,118,113
6368,2008-09-28 08:00:00,319,349,497,198,151
6369,2008-09-28 09:00:00,799,648,816,893,683
6370,2008-09-28 10:00:00,2008,1625,1620,3682,2348
6371,2008-09-28 11:00:00,4910,3805,3480,7431,3536
6372,2008-09-28 12:00:00,7211,5917,5513,8251,2959
6373,2008-09-28 13:00:00,6529,6677,6427,5278,4041
6374,2008-09-28 14:00:00,3118,7329,6200,5566,4901
6375,2008-09-28 15:00:00,2840,6378,6918,4658,4428
6376,2008-09-28 16:00:00,2914,5418,6203,3688,3967
6377,2008-09-28 17:00:00,5046,5544,5921,5932,4432
6378,2008-09-28 18:00:00,5328,4094,4435,4233,2707
6379,2008-09-28 19:00:00,3419,2656,2425,2972,1276
6380,2008-09-28 20:00:00,3504,2186,1373,2619,771
6381,2008-09-28 21:00:00,2410,1868,944,1245,563
6382,2008-09-28 22:00:00,1993,1395,722,1003,358
6383,2008-09-28 23:00:00,1300,1000,599,772,257
6384,2008-09-29 00:00:00,502,1134,397,118,100
6385,2008-09-29 01:00:00,299,505,164,129,75
6386,2008-09-29 02:00:00,217,212,95,106,61
6387,2008-09-29 03:00:00,154,159,134,92,87
6388,2008-09-29 04:00:00,118,161,140,73,80
6389,2008-09-29 05:00:00,153,301,231,130,332
6390,2008-09-29 06:00:00,541,749,503,372,442
6391,2008-09-29 07:00:00,954,1266,1558,645,616
6392,2008-09-29 08:00:00,2055,2525,2644,1210,355
6393,2008-09-29 09:00:00,1865,2620,2087,3681,1057
6394,2008-09-29 10:00:00,2063,2593,2547,5928,1653
6395,2008-09-29 11:00:00,2419,3619,3750,5891,4435
6396,2008-09-29 12:00:00,3950,5981,6281,6572,4024
6397,2008-09-29 13:00:00,5734,8835,10833,6786,5863
6398,2008-09-29 14:00:00,3138,6506,7902,6147,5453
6399,2008-09-29 15:00:00,3132,5932,4969,7018,5634
6400,2008-09-29 16:00:00,3396,6903,5318,7696,5883
6401,2008-09-29 17:00:00,3598,7714,8071,7437,5454
6402,2008-09-29 18:00:00,2637,4980,5344,4784,3871
6403,2008-09-29 19:00:00,1921,3048,2452,2219,1560
6404,2008-09-29 20:00:00,1846,1939,1644,1826,953
6405,2008-09-29 21:00:00,1247,1415,1294,858,632
6406,2008-09-29 22:00:00,1262,1344,876,612,335
6407,2008-09-29 23:00:00,768,1086,760,509,231
6408,2008-09-30 00:00:00,393,570,359,103,127
6409,2008-09-30 01:00:00,165,243,146,118,43
6410,2008-09-30 02:00:00,137,251,173,83,68
6411,2008-09-30 03:00:00,132,231,167,65,64
6412,2008-09-30 04:00:00,67,123,157,42,120
6413,2008-09-30 05:00:00,184,422,311,139,251
6414,2008-09-30 06:00:00,576,826,669,280,487
6415,2008-09-30 07:00:00,939,1156,1424,587,891
6416,2008-09-30 08:00:00,1981,2612,3127,1402,981
6417,2008-09-30 09:00:00,1823,2526,3000,3428,2553
6418,2008-09-30 10:00:00,1945,2512,2927,4586,4216
6419,2008-09-30 11:00:00,2300,3354,3570,5053,4071
6420,2008-09-30 12:00:00,3211,5886,6089,5691,4622
6421,2008-09-30 13:00:00,5160,9647,10767,6856,5529
6422,2008-09-30 14:00:00,4808,8478,6652,5337,4072
6423,2008-09-30 15:00:00,4729,5896,5288,5757,4612
6424,2008-09-30 16:00:00,4561,5570,4728,7008,5019
6425,2008-09-30 17:00:00,4147,7214,8636,7072,5949
6426,2008-09-30 18:00:00,2830,5131,5760,4235,3974
6427,2008-09-30 19:00:00,1901,3070,3018,2575,1618
6428,2008-09-30 20:00:00,2004,2312,2093,2132,1027
6429,2008-09-30 21:00:00,1379,1576,1451,740,680
6430,2008-09-30 22:00:00,1365,1360,1101,609,344
6431,2008-09-30 23:00:00,989,968,960,558,205
6432,2008-10-01 00:00:00,427,562,512,134,111
6433,2008-10-01 01:00:00,175,245,143,149,41
6434,2008-10-01 02:00:00,149,303,104,93,86
6435,2008-10-01 03:00:00,185,206,94,61,118
6436,2008-10-01 04:00:00,83,161,195,42,109
6437,2008-10-01 05:00:00,160,424,278,127,254
6438,2008-10-01 06:00:00,521,700,680,276,378
6439,2008-10-01 07:00:00,1028,1368,1604,679,745
6440,2008-10-01 08:00:00,2329,2562,3083,2336,1918
6441,2008-10-01 09:00:00,2516,2706,1939,2974,2299
6442,2008-10-01 10:00:00,2334,2300,2347,2724,2735
6443,2008-10-01 11:00:00,2436,3094,3423,3991,3851
6444,2008-10-01 12:00:00,3128,5499,6398,5733,5128
6445,2008-10-01 13:00:00,3743,9067,10260,7665,6619
6446,2008-10-01 14:00:00,3224,6527,6745,6284,5257
6447,2008-10-01 15:00:00,3420,6686,6236,7326,5959
6448,2008-10-01 16:00:00,3661,6806,6178,7997,5806
6449,2008-10-01 17:00:00,3088,7232,9444,6752,5761
6450,2008-10-01 18:00:00,3047,5975,6598,6018,3891
6451,2008-10-01 19:00:00,2218,4074,3196,3235,1866
6452,2008-10-01 20:00:00,2125,2860,1965,2629,1017
6453,2008-10-01 21:00:00,1598,2301,1549,1866,666
6454,2008-10-01 22:00:00,1371,1789,1187,1537,430
6455,2008-10-01 23:00:00,989,1341,875,1077,266
6456,2008-10-02 00:00:00,431,870,646,482,114
6457,2008-10-02 01:00:00,211,417,353,255,72
6458,2008-10-02 02:00:00,249,386,213,222,87
6459,2008-10-02 03:00:00,188,399,300,213,71
6460,2008-10-02 04:00:00,80,106,156,58,146
6461,2008-10-02 05:00:00,166,323,318,92,355
6462,2008-10-02 06:00:00,537,728,760,284,391
6463,2008-10-02 07:00:00,1003,1346,1567,600,736
6464,2008-10-02 08:00:00,2100,2883,3120,2023,1591
6465,2008-10-02 09:00:00,2129,2838,2540,2053,2029
6466,2008-10-02 10:00:00,2086,2394,2824,3722,3605
6467,2008-10-02 11:00:00,2522,3453,4057,4939,4210
6468,2008-10-02 12:00:00,3339,5770,6445,5833,4556
6469,2008-10-02 13:00:00,4514,9817,9511,6754,5830
6470,2008-10-02 14:00:00,5053,8538,7217,5294,4021
6471,2008-10-02 15:00:00,5329,6877,6046,5845,4339
6472,2008-10-02 16:00:00,3909,5934,7166,7240,4721
6473,2008-10-02 17:00:00,4051,9161,10113,8557,5528
6474,2008-10-02 18:00:00,3354,9056,9765,6860,5297
6475,2008-10-02 19:00:00,2738,7795,5682,4503,3832
6476,2008-10-02 20:00:00,2770,5585,3637,4305,2489
6477,2008-10-02 21:00:00,2064,3095,2246,2234,1023
6478,2008-10-02 22:00:00,1413,1985,1694,1623,487
6479,2008-10-02 23:00:00,1116,1880,1292,1151,254
6480,2008-10-03 00:00:00,578,1118,606,560,168
6481,2008-10-03 01:00:00,336,533,243,353,55
6482,2008-10-03 02:00:00,389,450,174,310,121
6483,2008-10-03 03:00:00,289,482,227,345,96
6484,2008-10-03 04:00:00,182,172,160,99,146
6485,2008-10-03 05:00:00,202,347,278,91,348
6486,2008-10-03 06:00:00,559,879,810,275,390
6487,2008-10-03 07:00:00,1098,1444,1966,716,816
6488,2008-10-03 08:00:00,2312,2774,3906,1921,1214
6489,2008-10-03 09:00:00,2248,2061,3371,1954,2087
6490,2008-10-03 10:00:00,2306,2346,3675,4257,4359
6491,2008-10-03 11:00:00,2519,4453,5246,5676,4573
6492,2008-10-03 12:00:00,3914,7324,9394,6553,4977
6493,2008-10-03 13:00:00,4493,10390,13323,7335,6257
6494,2008-10-03 14:00:00,4612,9465,8902,7486,5918
6495,2008-10-03 15:00:00,4522,8505,7624,7906,6427
6496,2008-10-03 16:00:00,4391,8624,7680,8494,6154
6497,2008-10-03 17:00:00,3998,9189,10805,8210,5847
6498,2008-10-03 18:00:00,3094,6769,8067,5275,4035
6499,2008-10-03 19:00:00,2772,5214,3514,3794,2281
6500,2008-10-03 20:00:00,2822,4141,2192,3426,1345
6501,2008-10-03 21:00:00,2240,3382,1706,2644,823
6502,2008-10-03 22:00:00,2050,3103,1213,2125,529
6503,2008-10-03 23:00:00,1625,2637,928,1648,409
6504,2008-10-04 00:00:00,1048,2357,813,1026,263
6505,2008-10-04 01:00:00,677,1524,584,632,172
6506,2008-10-04 02:00:00,530,1265,695,782,209
6507,2008-10-04 03:00:00,435,1851,1059,816,142
6508,2008-10-04 04:00:00,176,483,308,249,46
6509,2008-10-04 05:00:00,126,210,160,131,165
6510,2008-10-04 06:00:00,252,465,363,241,241
6511,2008-10-04 07:00:00,429,537,485,307,407
6512,2008-10-04 08:00:00,693,723,807,657,651
6513,2008-10-04 09:00:00,1148,1381,1666,2362,2321
6514,2008-10-04 10:00:00,1909,2430,3996,4947,5443
6515,2008-10-04 11:00:00,3016,6414,8003,7004,5794
6516,2008-10-04 12:00:00,3787,8812,10469,7475,6209
6517,2008-10-04 13:00:00,3782,10158,12660,8189,8355
6518,2008-10-04 14:00:00,4831,11338,13308,8392,7195
6519,2008-10-04 15:00:00,5357,11581,11463,9086,6558
6520,2008-10-04 16:00:00,3685,10470,9095,8789,6932
6521,2008-10-04 17:00:00,3668,10251,8883,8705,7837
6522,2008-10-04 18:00:00,2912,6200,6915,5907,4981
6523,2008-10-04 19:00:00,2343,4058,3592,3298,2058
6524,2008-10-04 20:00:00,2778,3198,2774,3102,897
6525,2008-10-04 21:00:00,2147,3054,2174,2501,806
6526,2008-10-04 22:00:00,2256,3215,1844,2220,569
6527,2008-10-04 23:00:00,1781,3195,1573,1733,525
6528,2008-10-05 00:00:00,852,2132,1484,1067,311
6529,2008-10-05 01:00:00,653,1280,1346,531,176
6530,2008-10-05 02:00:00,842,1448,1340,859,174
6531,2008-10-05 03:00:00,943,2248,1612,932,192
6532,2008-10-05 04:00:00,258,772,1351,202,33
6533,2008-10-05 05:00:00,78,130,465,70,34
6534,2008-10-05 06:00:00,121,231,293,200,142
6535,2008-10-05 07:00:00,193,289,355,182,118
6536,2008-10-05 08:00:00,306,375,493,220,214
6537,2008-10-05 09:00:00,694,682,809,516,468
6538,2008-10-05 10:00:00,1270,1343,1606,1209,1212
6539,2008-10-05 11:00:00,1774,2872,3451,2343,2237
6540,2008-10-05 12:00:00,2281,4970,5468,3240,3500
6541,2008-10-05 13:00:00,2954,6636,6375,3586,4639
6542,2008-10-05 14:00:00,3850,9471,6149,4708,4982
6543,2008-10-05 15:00:00,3276,8826,6861,5303,5315
6544,2008-10-05 16:00:00,2841,8076,6152,6027,5778
6545,2008-10-05 17:00:00,2785,6633,5873,5658,4908
6546,2008-10-05 18:00:00,2329,3472,4399,3961,2927
6547,2008-10-05 19:00:00,2004,2295,2405,2587,1388
6548,2008-10-05 20:00:00,2308,1998,1361,2326,644
6549,2008-10-05 21:00:00,1750,1482,936,1883,459
6550,2008-10-05 22:00:00,1416,1048,716,1280,318
6551,2008-10-05 23:00:00,972,959,594,1012,206
6552,2008-10-06 00:00:00,323,406,452,388,57
6553,2008-10-06 01:00:00,176,227,226,207,49
6554,2008-10-06 02:00:00,126,139,127,159,79
6555,2008-10-06 03:00:00,122,159,215,85,44
6556,2008-10-06 04:00:00,82,112,170,98,147
6557,2008-10-06 05:00:00,110,298,239,103,282
6558,2008-10-06 06:00:00,649,754,877,374,485
6559,2008-10-06 07:00:00,1048,1177,1542,682,660
6560,2008-10-06 08:00:00,2457,2525,2660,1752,1418
6561,2008-10-06 09:00:00,1958,2351,2338,2605,2059
6562,2008-10-06 10:00:00,2086,2757,2871,3506,1655
6563,2008-10-06 11:00:00,3139,3524,4608,4653,2733
6564,2008-10-06 12:00:00,2927,5670,7106,5472,4756
6565,2008-10-06 13:00:00,3702,9133,10739,7590,5831
6566,2008-10-06 14:00:00,3133,6743,8295,5935,5061
6567,2008-10-06 15:00:00,3202,6695,6342,7152,5448
6568,2008-10-06 16:00:00,3278,7101,5838,7756,5655
6569,2008-10-06 17:00:00,3378,7720,8712,7933,5781
6570,2008-10-06 18:00:00,2747,4967,5878,4793,3794
6571,2008-10-06 19:00:00,1943,3029,2921,3004,1872
6572,2008-10-06 20:00:00,1733,2162,2014,2225,908
6573,2008-10-06 21:00:00,1183,1681,1570,1495,540
6574,2008-10-06 22:00:00,1247,1095,1183,1025,275
6575,2008-10-06 23:00:00,797,847,872,521,152
6576,2008-10-07 00:00:00,303,390,486,221,71
6577,2008-10-07 01:00:00,136,226,171,129,36
6578,2008-10-07 02:00:00,122,161,214,117,39
6579,2008-10-07 03:00:00,103,160,247,158,69
6580,2008-10-07 04:00:00,69,123,135,52,71
6581,2008-10-07 05:00:00,199,266,272,104,230
6582,2008-10-07 06:00:00,585,716,751,407,554
6583,2008-10-07 07:00:00,1016,1528,1622,764,761
6584,2008-10-07 08:00:00,2377,3040,3357,2390,1708
6585,2008-10-07 09:00:00,2249,2901,3093,2878,2094
6586,2008-10-07 10:00:00,2368,2551,3022,3457,2518
6587,2008-10-07 11:00:00,2499,3260,3840,4502,3897
6588,2008-10-07 12:00:00,2696,5344,7147,5169,4829
6589,2008-10-07 13:00:00,3642,8673,11311,7106,6125
6590,2008-10-07 14:00:00,3041,5985,7371,6100,4734
6591,2008-10-07 15:00:00,3006,6194,6570,6139,4834
6592,2008-10-07 16:00:00,3103,5629,6807,6889,4926
6593,2008-10-07 17:00:00,3693,8131,9494,7592,5230
6594,2008-10-07 18:00:00,3546,5773,6338,6213,3473
6595,2008-10-07 19:00:00,2078,3286,3172,2785,1452
6596,2008-10-07 20:00:00,1601,2082,2101,1488,723
6597,2008-10-07 21:00:00,1294,1584,1610,1131,407
6598,2008-10-07 22:00:00,1141,1375,1267,977,280
6599,2008-10-07 23:00:00,775,1054,879,610,143
6600,2008-10-08 00:00:00,309,565,494,242,58
6601,2008-10-08 01:00:00,157,234,172,122,29
6602,2008-10-08 02:00:00,116,260,150,158,61
6603,2008-10-08 03:00:00,88,263,175,169,78
6604,2008-10-08 04:00:00,27,99,211,76,161
6605,2008-10-08 05:00:00,126,275,263,125,209
6606,2008-10-08 06:00:00,652,762,780,363,457
6607,2008-10-08 07:00:00,1219,1393,1626,634,868
6608,2008-10-08 08:00:00,2270,2740,3374,1250,671
6609,2008-10-08 09:00:00,1898,2503,2426,4378,3033
6610,2008-10-08 10:00:00,2097,2833,2457,4663,3783
6611,2008-10-08 11:00:00,2225,3546,3846,4746,4169
6612,2008-10-08 12:00:00,3393,5959,6571,5960,5041
6613,2008-10-08 13:00:00,4879,8711,10699,6582,5342
6614,2008-10-08 14:00:00,3946,7362,7600,6637,4460
6615,2008-10-08 15:00:00,4817,6389,6278,6056,3624
6616,2008-10-08 16:00:00,3033,6190,6190,6686,4958
6617,2008-10-08 17:00:00,3855,7880,9542,7595,4335
6618,2008-10-08 18:00:00,2749,5893,6458,4703,3415
6619,2008-10-08 19:00:00,2193,3883,3290,2801,1649
6620,2008-10-08 20:00:00,1864,2614,2214,1563,703
6621,2008-10-08 21:00:00,1510,2129,1657,1628,546
6622,2008-10-08 22:00:00,1250,1526,1333,1201,338
6623,2008-10-08 23:00:00,881,1438,1079,816,169
6624,2008-10-09 00:00:00,361,795,740,320,99
6625,2008-10-09 01:00:00,182,482,376,141,81
6626,2008-10-09 02:00:00,157,369,239,263,85
6627,2008-10-09 03:00:00,146,421,355,147,62
6628,2008-10-09 04:00:00,108,146,192,71,142
6629,2008-10-09 05:00:00,138,265,345,85,279
6630,2008-10-09 06:00:00,575,561,786,279,430
6631,2008-10-09 07:00:00,525,1319,1806,573,823
6632,2008-10-09 08:00:00,1180,2758,3448,1397,777
6633,2008-10-09 09:00:00,1361,2585,2765,3680,2429
6634,2008-10-09 10:00:00,1732,2102,3106,5346,4701
6635,2008-10-09 11:00:00,1978,2792,4624,6259,4468
6636,2008-10-09 12:00:00,3018,5669,7336,5664,4974
6637,2008-10-09 13:00:00,3877,9137,10303,7510,6397
6638,2008-10-09 14:00:00,3272,6016,7826,6373,4571
6639,2008-10-09 15:00:00,3558,6225,6804,7390,5233
6640,2008-10-09 16:00:00,3349,7643,8266,7107,5668
6641,2008-10-09 17:00:00,4467,8678,11306,8469,5959
6642,2008-10-09 18:00:00,3008,8385,10893,5842,4922
6643,2008-10-09 19:00:00,2441,8157,6292,4933,3339
6644,2008-10-09 20:00:00,2346,5530,3961,3816,2227
6645,2008-10-09 21:00:00,1715,2975,2473,2408,931
6646,2008-10-09 22:00:00,1423,1946,1880,1493,421
6647,2008-10-09 23:00:00,900,1520,1406,961,238
6648,2008-10-10 00:00:00,611,1050,681,651,124
6649,2008-10-10 01:00:00,317,448,273,341,66
6650,2008-10-10 02:00:00,318,406,196,377,81
6651,2008-10-10 03:00:00,222,446,254,275,106
6652,2008-10-10 04:00:00,77,105,179,53,38
6653,2008-10-10 05:00:00,150,328,312,100,333
6654,2008-10-10 06:00:00,549,665,910,313,443
6655,2008-10-10 07:00:00,846,1099,2209,574,725
6656,2008-10-10 08:00:00,2120,2567,4389,1380,823
6657,2008-10-10 09:00:00,2063,2232,3789,3883,1709
6658,2008-10-10 10:00:00,2476,3000,4129,4963,4024
6659,2008-10-10 11:00:00,2832,4516,5894,5355,4192
6660,2008-10-10 12:00:00,3778,7256,10557,6915,5169
6661,2008-10-10 13:00:00,4784,10227,14972,8027,6801
6662,2008-10-10 14:00:00,4525,8831,10004,7173,5969
6663,2008-10-10 15:00:00,4544,8267,8566,7814,5987
6664,2008-10-10 16:00:00,3733,8782,8630,8427,6457
6665,2008-10-10 17:00:00,3685,9636,12142,8147,6041
6666,2008-10-10 18:00:00,3144,6846,9065,6058,4421
6667,2008-10-10 19:00:00,2641,5661,3949,4548,2486
6668,2008-10-10 20:00:00,2393,3864,2463,3628,1153
6669,2008-10-10 21:00:00,2071,3286,1917,2154,808
6670,2008-10-10 22:00:00,1816,3064,1364,1811,506
6671,2008-10-10 23:00:00,1372,2507,1042,1390,418
6672,2008-10-11 00:00:00,851,2037,772,969,201
6673,2008-10-11 01:00:00,583,1264,555,646,173
6674,2008-10-11 02:00:00,432,1092,660,647,160
6675,2008-10-11 03:00:00,402,1773,1005,887,153
6676,2008-10-11 04:00:00,112,466,293,171,83
6677,2008-10-11 05:00:00,83,212,152,79,125
6678,2008-10-11 06:00:00,246,580,345,210,203
6679,2008-10-11 07:00:00,405,722,460,318,350
6680,2008-10-11 08:00:00,825,883,766,778,781
6681,2008-10-11 09:00:00,1241,1430,1582,1397,1700
6682,2008-10-11 10:00:00,1937,3048,3794,3365,3674
6683,2008-10-11 11:00:00,2545,5769,7598,4845,5099
6684,2008-10-11 12:00:00,3040,8391,9940,7112,6564
6685,2008-10-11 13:00:00,3823,9501,12020,8642,8865
6686,2008-10-11 14:00:00,4377,10129,12636,9400,7561
6687,2008-10-11 15:00:00,4143,10298,10884,9931,8656
6688,2008-10-11 16:00:00,3950,10715,8635,9464,7949
6689,2008-10-11 17:00:00,3613,9695,8434,8895,6487
6690,2008-10-11 18:00:00,3196,6331,6566,7117,4179
6691,2008-10-11 19:00:00,2401,4011,3409,2919,1723
6692,2008-10-11 20:00:00,2173,2155,2633,1487,572
6693,2008-10-11 21:00:00,1898,1851,2064,1130,370
6694,2008-10-11 22:00:00,1720,1537,1750,986,275
6695,2008-10-11 23:00:00,1257,1585,1493,776,210
6696,2008-10-12 00:00:00,613,1181,1593,446,118
6697,2008-10-12 01:00:00,407,769,1443,321,118
6698,2008-10-12 02:00:00,508,919,1437,428,115
6699,2008-10-12 03:00:00,639,1752,1729,648,96
6700,2008-10-12 04:00:00,154,481,1449,138,42
6701,2008-10-12 05:00:00,83,103,498,54,22
6702,2008-10-12 06:00:00,175,228,314,98,96
6703,2008-10-12 07:00:00,177,283,380,81,114
6704,2008-10-12 08:00:00,266,271,528,167,126
6705,2008-10-12 09:00:00,627,537,867,1004,576
6706,2008-10-12 10:00:00,1078,1493,1722,2341,1707
6707,2008-10-12 11:00:00,1519,3214,3703,3340,2192
6708,2008-10-12 12:00:00,2587,5510,5867,4392,3526
6709,2008-10-12 13:00:00,3966,7357,6840,3796,4745
6710,2008-10-12 14:00:00,4706,9658,6598,4899,5445
6711,2008-10-12 15:00:00,4108,8317,7362,5635,5606
6712,2008-10-12 16:00:00,2431,8374,6601,5960,4519
6713,2008-10-12 17:00:00,2437,7619,6302,5588,3787
6714,2008-10-12 18:00:00,2243,3980,4719,3384,2854
6715,2008-10-12 19:00:00,2343,2999,2581,3232,1548
6716,2008-10-12 20:00:00,1996,1912,1461,2161,774
6717,2008-10-12 21:00:00,1710,1409,1005,1553,410
6718,2008-10-12 22:00:00,1410,1114,768,1610,365
6719,2008-10-12 23:00:00,710,793,638,1079,239
6720,2008-10-13 00:00:00,302,379,525,420,158
6721,2008-10-13 01:00:00,206,251,265,208,44
6722,2008-10-13 02:00:00,165,107,150,139,99
6723,2008-10-13 03:00:00,122,112,247,103,80
6724,2008-10-13 04:00:00,72,79,197,34,81
6725,2008-10-13 05:00:00,231,234,262,100,233
6726,2008-10-13 06:00:00,613,665,972,333,464
6727,2008-10-13 07:00:00,1129,1487,1706,635,805
6728,2008-10-13 08:00:00,2372,3353,2700,1993,1785
6729,2008-10-13 09:00:00,2051,3124,2455,2329,1773
6730,2008-10-13 10:00:00,2344,3010,3096,2843,2884
6731,2008-10-13 11:00:00,2916,3904,5097,4437,3699
6732,2008-10-13 12:00:00,4077,6773,8043,6812,4281
