,Date and Time,O'Connell St Outside Clerys,Grafton St at Card Gallery,O'Connell Street at Easons,Henry Street at Butlers,Grafton Street at Korkys
0,2008-01-07 00:00:00,0,0,0,0,0
1,2008-01-07 01:00:00,0,0,0,0,0
2,2008-01-07 02:00:00,0,0,0,0,0
3,2008-01-07 03:00:00,0,0,0,0,0
4,2008-01-07 04:00:00,0,0,0,0,0
5,2008-01-07 05:00:00,0,0,0,0,0
6,2008-01-07 06:00:00,0,0,0,0,0
7,2008-01-07 07:00:00,0,0,0,0,0
8,2008-01-07 08:00:00,0,0,0,0,0
9,2008-01-07 09:00:00,0,0,0,0,0
10,2008-01-07 10:00:00,0,0,0,0,0
11,2008-01-07 11:00:00,0,0,0,0,0
12,2008-01-07 12:00:00,0,0,0,0,0
13,2008-01-07 13:00:00,0,0,0,0,0
14,2008-01-07 14:00:00,0,0,0,0,0
15,2008-01-07 15:00:00,0,0,0,0,0
16,2008-01-07 16:00:00,0,0,0,0,0
17,2008-01-07 17:00:00,0,0,0,0,0
18,2008-01-07 18:00:00,0,0,0,0,0
19,2008-01-07 19:00:00,0,0,0,0,0
20,2008-01-07 20:00:00,0,0,0,0,0
21,2008-01-07 21:00:00,0,0,0,0,0
22,2008-01-07 22:00:00,0,0,0,0,0
23,2008-01-07 23:00:00,0,0,0,0,0
24,2008-01-08 00:00:00,1429,2150,1515,1013,467
25,2008-01-08 01:00:00,1044,1984,1521,1075,349
26,2008-01-08 02:00:00,1272,2428,1955,1287,261
27,2008-01-08 03:00:00,1364,2152,1678,1544,286
28,2008-01-08 04:00:00,460,855,704,405,152
29,2008-01-08 05:00:00,191,209,216,87,76
30,2008-01-08 06:00:00,163,148,235,97,81
31,2008-01-08 07:00:00,248,211,224,178,115
32,2008-01-08 08:00:00,186,188,188,155,151
33,2008-01-08 09:00:00,400,422,377,310,223
34,2008-01-08 10:00:00,773,981,928,515,695
35,2008-01-08 11:00:00,1133,2080,1589,915,1260
36,2008-01-08 12:00:00,1541,3298,2602,1312,2286
37,2008-01-08 13:00:00,1713,4185,3312,1372,2670
38,2008-01-08 14:00:00,1631,5221,3933,1829,3175
39,2008-01-08 15:00:00,1908,5719,3903,2038,3293
40,2008-01-08 16:00:00,2191,6527,4016,2203,2904
41,2008-01-08 17:00:00,2252,5952,3007,2128,2121
42,2008-01-08 18:00:00,1678,4039,2634,1719,1427
43,2008-01-08 19:00:00,1430,2039,1432,1608,877
44,2008-01-08 20:00:00,1452,1674,1161,1385,661
45,2008-01-08 21:00:00,1044,1215,967,1065,382
46,2008-01-08 22:00:00,955,1220,963,938,248
47,2008-01-08 23:00:00,608,623,564,713,187
48,2008-01-09 00:00:00,439,447,354,232,136
49,2008-01-09 01:00:00,155,188,168,260,48
50,2008-01-09 02:00:00,93,101,175,167,66
51,2008-01-09 03:00:00,113,100,110,106,157
52,2008-01-09 04:00:00,49,148,148,68,69
53,2008-01-09 05:00:00,114,269,252,75,275
54,2008-01-09 06:00:00,402,559,552,257,407
55,2008-01-09 07:00:00,1096,1428,1067,712,594
56,2008-01-09 08:00:00,1785,2585,2656,1161,1581
57,2008-01-09 09:00:00,1424,1492,2249,1292,2013
58,2008-01-09 10:00:00,1989,2572,2496,2116,2688
59,2008-01-09 11:00:00,2640,4136,4280,3273,5081
60,2008-01-09 12:00:00,3695,8127,7750,5039,8013
61,2008-01-09 13:00:00,4420,11314,11261,6876,11364
62,2008-01-09 14:00:00,4782,10799,11152,6914,10846
63,2008-01-09 15:00:00,4322,11308,10516,7289,11159
64,2008-01-09 16:00:00,4392,12464,10461,7506,9940
65,2008-01-09 17:00:00,4401,12537,9940,6930,7788
66,2008-01-09 18:00:00,3333,8802,5548,5423,4873
67,2008-01-09 19:00:00,2013,3676,2363,3342,2165
68,2008-01-09 20:00:00,1689,1899,1421,2223,965
69,2008-01-09 21:00:00,965,1223,946,1418,507
70,2008-01-09 22:00:00,1041,1195,899,1118,352
71,2008-01-09 23:00:00,696,724,597,716,236
72,2008-01-10 00:00:00,313,461,350,238,107
73,2008-01-10 01:00:00,157,255,164,259,39
74,2008-01-10 02:00:00,134,126,221,164,102
75,2008-01-10 03:00:00,140,221,133,105,51
76,2008-01-10 04:00:00,69,128,158,37,109
77,2008-01-10 05:00:00,132,264,281,76,207
78,2008-01-10 06:00:00,530,640,567,289,427
79,2008-01-10 07:00:00,1127,1659,1328,630,820
80,2008-01-10 08:00:00,1883,3477,3019,1075,1295
81,2008-01-10 09:00:00,1633,2125,1731,1126,1646
82,2008-01-10 10:00:00,2070,2546,2682,1948,2892
83,2008-01-10 11:00:00,3145,3779,3812,2738,4507
84,2008-01-10 12:00:00,6339,7098,7008,4551,6730
85,2008-01-10 13:00:00,9289,10412,9825,5970,9295
86,2008-01-10 14:00:00,3683,8863,7675,5191,8195
87,2008-01-10 15:00:00,4631,8932,8733,6065,8526
88,2008-01-10 16:00:00,4141,11495,8718,6947,8234
89,2008-01-10 17:00:00,4486,12810,9479,7820,7845
90,2008-01-10 18:00:00,3442,11066,6505,6455,5122
91,2008-01-10 19:00:00,2159,7089,3387,4718,2789
92,2008-01-10 20:00:00,1790,3770,2224,2713,1804
93,2008-01-10 21:00:00,1263,1611,1360,1236,850
94,2008-01-10 22:00:00,1164,1182,868,867,421
95,2008-01-10 23:00:00,731,822,690,574,216
96,2008-01-11 00:00:00,344,472,446,337,124
97,2008-01-11 01:00:00,253,155,206,384,64
98,2008-01-11 02:00:00,173,275,221,292,31
99,2008-01-11 03:00:00,124,194,179,136,126
100,2008-01-11 04:00:00,54,176,178,39,79
101,2008-01-11 05:00:00,107,254,323,74,185
102,2008-01-11 06:00:00,453,632,646,251,401
103,2008-01-11 07:00:00,1040,1036,1214,586,825
104,2008-01-11 08:00:00,1711,3653,2846,1168,1541
105,2008-01-11 09:00:00,1620,2465,2763,1340,2101
106,2008-01-11 10:00:00,2202,2919,2825,1831,2691
107,2008-01-11 11:00:00,4580,3527,3703,2723,4052
108,2008-01-11 12:00:00,7466,6656,6030,4603,5410
109,2008-01-11 13:00:00,7153,8553,7290,5645,7023
110,2008-01-11 14:00:00,4073,6907,6061,5058,6368
111,2008-01-11 15:00:00,3307,7641,6693,6191,6415
112,2008-01-11 16:00:00,3420,10110,7278,6434,7033
113,2008-01-11 17:00:00,4392,12281,8630,7090,7464
114,2008-01-11 18:00:00,2832,9243,5735,6220,4842
115,2008-01-11 19:00:00,2001,4522,2958,4911,2396
116,2008-01-11 20:00:00,1802,2617,1858,3066,1138
117,2008-01-11 21:00:00,1068,1784,1464,1318,599
118,2008-01-11 22:00:00,1213,1810,1382,961,424
119,2008-01-11 23:00:00,804,1409,1190,627,223
120,2008-01-12 00:00:00,391,947,812,325,151
121,2008-01-12 01:00:00,223,670,572,364,100
122,2008-01-12 02:00:00,261,431,467,313,74
123,2008-01-12 03:00:00,290,542,526,220,135
124,2008-01-12 04:00:00,64,211,214,51,48
125,2008-01-12 05:00:00,98,248,135,46,130
126,2008-01-12 06:00:00,236,410,319,104,265
127,2008-01-12 07:00:00,393,641,527,280,280
128,2008-01-12 08:00:00,456,919,1008,459,687
129,2008-01-12 09:00:00,635,1185,1361,733,1239
130,2008-01-12 10:00:00,1242,2309,2134,1920,2765
131,2008-01-12 11:00:00,3684,3965,3103,3345,4645
132,2008-01-12 12:00:00,5832,6288,5833,3383,6865
133,2008-01-12 13:00:00,5788,8579,8845,4457,7571
134,2008-01-12 14:00:00,2510,10322,5736,5496,9283
135,2008-01-12 15:00:00,2984,11184,9820,6274,10323
136,2008-01-12 16:00:00,3083,12150,10091,6732,9449
137,2008-01-12 17:00:00,3510,11688,6927,6493,8315
138,2008-01-12 18:00:00,2541,7341,3940,5338,4524
139,2008-01-12 19:00:00,1858,3354,2421,3129,1928
140,2008-01-12 20:00:00,1563,2094,1441,4870,1026
141,2008-01-12 21:00:00,1076,1829,1394,3923,542
142,2008-01-12 22:00:00,1359,1739,1446,2243,368
143,2008-01-12 23:00:00,797,1515,1291,1132,276
144,2008-01-13 00:00:00,413,1173,906,461,179
145,2008-01-13 01:00:00,294,894,696,560,115
146,2008-01-13 02:00:00,287,874,680,422,138
147,2008-01-13 03:00:00,319,1531,1236,585,122
148,2008-01-13 04:00:00,116,462,495,116,45
149,2008-01-13 05:00:00,44,85,89,52,39
150,2008-01-13 06:00:00,112,210,150,85,185
151,2008-01-13 07:00:00,177,254,247,123,97
152,2008-01-13 08:00:00,191,281,393,133,180
153,2008-01-13 09:00:00,273,375,491,211,347
154,2008-01-13 10:00:00,589,795,892,630,1062
155,2008-01-13 11:00:00,1065,1979,1755,1146,1912
156,2008-01-13 12:00:00,1639,3573,2832,1515,3279
157,2008-01-13 13:00:00,2178,5388,4061,2348,4921
158,2008-01-13 14:00:00,1990,6729,5478,3146,6484
159,2008-01-13 15:00:00,2219,8890,6384,3807,6856
160,2008-01-13 16:00:00,2147,10286,5534,3656,5301
161,2008-01-13 17:00:00,2359,7779,3200,3381,3934
162,2008-01-13 18:00:00,1875,3800,2001,2372,2142
163,2008-01-13 19:00:00,1480,1589,1116,1916,838
164,2008-01-13 20:00:00,1356,1237,917,1734,521
165,2008-01-13 21:00:00,955,870,576,1286,335
166,2008-01-13 22:00:00,869,704,535,1042,173
167,2008-01-13 23:00:00,467,464,360,873,162
168,2008-01-14 00:00:00,222,189,161,223,85
169,2008-01-14 01:00:00,129,130,109,245,38
170,2008-01-14 02:00:00,73,80,75,153,74
171,2008-01-14 03:00:00,58,128,236,30,112
172,2008-01-14 04:00:00,28,94,98,30,106
173,2008-01-14 05:00:00,136,334,218,60,220
174,2008-01-14 06:00:00,686,915,614,248,388
175,2008-01-14 07:00:00,1591,1859,1304,686,351
176,2008-01-14 08:00:00,2817,4341,3481,1694,1387
177,2008-01-14 09:00:00,2605,2775,2793,1445,1777
178,2008-01-14 10:00:00,2237,2431,2042,1998,2821
179,2008-01-14 11:00:00,3709,3275,2972,3605,3544
180,2008-01-14 12:00:00,5611,5858,5964,2963,4634
181,2008-01-14 13:00:00,7043,9479,9110,4408,5882
182,2008-01-14 14:00:00,2772,6422,3576,3671,4979
183,2008-01-14 15:00:00,2616,5750,5541,4074,5390
184,2008-01-14 16:00:00,2862,7552,5950,5088,5807
185,2008-01-14 17:00:00,3477,10933,6993,5772,5438
186,2008-01-14 18:00:00,2825,7430,4426,5322,3677
187,2008-01-14 19:00:00,1682,2952,2043,4118,1715
188,2008-01-14 20:00:00,1160,1449,1233,3926,930
189,2008-01-14 21:00:00,687,1081,952,2648,479
190,2008-01-14 22:00:00,757,762,687,1123,295
191,2008-01-14 23:00:00,473,522,450,923,195
192,2008-01-15 00:00:00,212,290,249,316,85
193,2008-01-15 01:00:00,79,114,98,240,24
194,2008-01-15 02:00:00,78,129,162,273,52
195,2008-01-15 03:00:00,116,160,156,143,232
196,2008-01-15 04:00:00,71,133,130,59,178
197,2008-01-15 05:00:00,176,276,282,71,242
198,2008-01-15 06:00:00,736,783,623,260,515
199,2008-01-15 07:00:00,1526,2000,1136,716,1024
200,2008-01-15 08:00:00,2718,4620,3042,1816,1794
201,2008-01-15 09:00:00,2257,3210,2745,1781,1803
202,2008-01-15 10:00:00,1694,2339,1958,1340,2377
203,2008-01-15 11:00:00,1992,3073,2660,2190,3554
204,2008-01-15 12:00:00,3220,5514,5410,3252,4463
205,2008-01-15 13:00:00,4116,9423,8963,4639,6015
206,2008-01-15 14:00:00,2871,6204,5354,4244,5594
207,2008-01-15 15:00:00,3596,6222,5319,4841,5502
208,2008-01-15 16:00:00,2776,6349,7231,5477,2901
209,2008-01-15 17:00:00,3424,9532,6363,6931,3593
210,2008-01-15 18:00:00,2557,7460,4596,5406,3150
211,2008-01-15 19:00:00,1349,2585,2031,3319,1355
212,2008-01-15 20:00:00,1150,1476,1215,2132,666
213,2008-01-15 21:00:00,877,1041,856,1678,314
214,2008-01-15 22:00:00,627,741,672,1439,257
215,2008-01-15 23:00:00,474,519,602,1140,187
216,2008-01-16 00:00:00,167,272,268,386,49
217,2008-01-16 01:00:00,78,89,80,312,49
218,2008-01-16 02:00:00,104,89,126,253,35
219,2008-01-16 03:00:00,86,158,167,168,200
220,2008-01-16 04:00:00,60,129,145,22,73
221,2008-01-16 05:00:00,135,378,317,61,190
222,2008-01-16 06:00:00,714,799,682,206,438
223,2008-01-16 07:00:00,1452,2174,1298,727,711
224,2008-01-16 08:00:00,1648,2909,3809,1335,1588
225,2008-01-16 09:00:00,1886,2500,2569,1210,1833
226,2008-01-16 10:00:00,2176,1979,2293,1736,2548
227,2008-01-16 11:00:00,2444,2746,2706,3930,3329
228,2008-01-16 12:00:00,7146,4441,5660,2908,4425
229,2008-01-16 13:00:00,7091,8860,10556,4330,5784
230,2008-01-16 14:00:00,2539,6547,6046,3894,5265
231,2008-01-16 15:00:00,2980,6673,6512,4692,5709
232,2008-01-16 16:00:00,3536,8592,5836,5450,5217
233,2008-01-16 17:00:00,4114,9886,7233,6850,3407
234,2008-01-16 18:00:00,3209,7088,5640,5613,2362
235,2008-01-16 19:00:00,1662,3195,2622,3602,1352
236,2008-01-16 20:00:00,1396,1825,1515,2414,771
237,2008-01-16 21:00:00,986,1431,1180,1478,367
238,2008-01-16 22:00:00,1043,1066,898,1123,271
239,2008-01-16 23:00:00,623,825,631,745,190
240,2008-01-17 00:00:00,351,511,355,330,72
241,2008-01-17 01:00:00,109,346,149,265,28
242,2008-01-17 02:00:00,106,124,141,239,37
243,2008-01-17 03:00:00,107,239,249,103,64
244,2008-01-17 04:00:00,67,152,126,24,74
245,2008-01-17 05:00:00,166,392,285,48,147
246,2008-01-17 06:00:00,809,748,1254,246,334
247,2008-01-17 07:00:00,1796,1713,2310,744,622
248,2008-01-17 08:00:00,2401,3715,4098,2095,1621
249,2008-01-17 09:00:00,2243,2738,2608,1846,1839
250,2008-01-17 10:00:00,2684,2426,1962,2371,2450
251,2008-01-17 11:00:00,3068,3002,2674,4061,3122
252,2008-01-17 12:00:00,6826,4919,6126,3327,4622
253,2008-01-17 13:00:00,4211,9186,9594,5131,6791
254,2008-01-17 14:00:00,3510,6659,4405,3837,5338
255,2008-01-17 15:00:00,3030,5923,6059,3990,5855
256,2008-01-17 16:00:00,3194,9285,7213,5089,6290
257,2008-01-17 17:00:00,4690,12724,10260,6707,7211
258,2008-01-17 18:00:00,3908,12110,8980,3948,6227
259,2008-01-17 19:00:00,2437,8745,4799,2758,3605
260,2008-01-17 20:00:00,2128,4677,3068,1611,2268
261,2008-01-17 21:00:00,1301,2569,1943,1069,1184
262,2008-01-17 22:00:00,1090,1478,1335,804,374
263,2008-01-17 23:00:00,734,1626,983,641,263
264,2008-01-18 00:00:00,368,945,977,211,146
265,2008-01-18 01:00:00,198,691,556,246,44
266,2008-01-18 02:00:00,173,270,295,184,36
267,2008-01-18 03:00:00,145,242,392,120,120
268,2008-01-18 04:00:00,68,197,231,80,75
269,2008-01-18 05:00:00,129,254,316,77,256
270,2008-01-18 06:00:00,628,891,781,319,512
271,2008-01-18 07:00:00,1455,2102,1620,854,978
272,2008-01-18 08:00:00,2276,3945,3568,1445,1712
273,2008-01-18 09:00:00,2021,3056,3140,1424,1318
274,2008-01-18 10:00:00,2475,2916,2748,1680,2943
275,2008-01-18 11:00:00,3238,3359,3896,2450,3861
276,2008-01-18 12:00:00,6594,5588,6754,2911,4727
277,2008-01-18 13:00:00,13297,9670,10793,4323,6081
278,2008-01-18 14:00:00,3923,7347,4243,3737,5334
279,2008-01-18 15:00:00,2988,6726,7423,4609,6108
280,2008-01-18 16:00:00,3188,9147,8246,5738,6435
281,2008-01-18 17:00:00,4685,12538,10167,6855,7072
282,2008-01-18 18:00:00,3529,9755,7166,5436,4993
283,2008-01-18 19:00:00,2263,5501,3550,4321,2188
284,2008-01-18 20:00:00,1881,3294,2283,2711,1215
285,2008-01-18 21:00:00,1388,2078,1919,1208,851
286,2008-01-18 22:00:00,1363,2278,1812,831,462
287,2008-01-18 23:00:00,1010,2219,1871,563,337
288,2008-01-19 00:00:00,814,1682,1400,463,180
289,2008-01-19 01:00:00,409,1288,809,369,98
290,2008-01-19 02:00:00,345,1294,890,418,127
291,2008-01-19 03:00:00,298,1395,1486,505,167
292,2008-01-19 04:00:00,114,556,545,108,67
293,2008-01-19 05:00:00,81,198,199,69,103
294,2008-01-19 06:00:00,238,541,469,166,267
295,2008-01-19 07:00:00,516,700,606,333,399
296,2008-01-19 08:00:00,761,760,950,406,807
297,2008-01-19 09:00:00,1106,1430,1535,778,1492
298,2008-01-19 10:00:00,1934,2759,2536,1889,3104
299,2008-01-19 11:00:00,2758,5262,4310,3999,5157
300,2008-01-19 12:00:00,3326,7971,6729,4892,7702
301,2008-01-19 13:00:00,3504,9442,8546,6114,9146
302,2008-01-19 14:00:00,3857,10617,10566,6743,9941
303,2008-01-19 15:00:00,4348,11610,10628,7166,9131
304,2008-01-19 16:00:00,3658,12619,10113,7059,7988
305,2008-01-19 17:00:00,3739,11932,7121,6108,5977
306,2008-01-19 18:00:00,3021,7504,4143,3688,3693
307,2008-01-19 19:00:00,2211,3813,2692,3147,1513
308,2008-01-19 20:00:00,2087,2998,2242,2961,877
309,2008-01-19 21:00:00,1643,2425,1781,2379,623
310,2008-01-19 22:00:00,1935,2556,1972,1326,380
311,2008-01-19 23:00:00,1327,2236,1847,724,298
312,2008-01-20 00:00:00,817,2232,1641,475,218
313,2008-01-20 01:00:00,481,1225,1052,329,147
314,2008-01-20 02:00:00,575,1561,1260,437,102
315,2008-01-20 03:00:00,682,2868,3233,681,122
316,2008-01-20 04:00:00,224,1037,1017,157,84
317,2008-01-20 05:00:00,88,146,113,38,54
318,2008-01-20 06:00:00,147,240,237,100,104
319,2008-01-20 07:00:00,217,288,210,112,102
320,2008-01-20 08:00:00,368,379,356,155,192
321,2008-01-20 09:00:00,542,540,557,342,337
322,2008-01-20 10:00:00,962,987,999,635,910
323,2008-01-20 11:00:00,1516,2341,1965,1566,2139
324,2008-01-20 12:00:00,1956,3882,2950,2626,3664
325,2008-01-20 13:00:00,2247,5539,4335,3505,5113
326,2008-01-20 14:00:00,2185,6615,5342,3575,6778
327,2008-01-20 15:00:00,2422,8558,6443,5001,7273
328,2008-01-20 16:00:00,2505,9587,6592,4679,6835
329,2008-01-20 17:00:00,3235,9385,4965,5584,5732
330,2008-01-20 18:00:00,2548,5245,3024,3124,3290
331,2008-01-20 19:00:00,1778,2348,1831,2509,1316
332,2008-01-20 20:00:00,1911,1632,1354,2289,956
333,2008-01-20 21:00:00,1229,1248,964,1656,434
334,2008-01-20 22:00:00,1144,968,782,1209,317
335,2008-01-20 23:00:00,768,829,803,945,258
336,2008-01-21 00:00:00,273,373,348,256,70
337,2008-01-21 01:00:00,200,264,258,194,67
338,2008-01-21 02:00:00,106,193,229,157,45
339,2008-01-21 03:00:00,110,122,165,93,99
340,2008-01-21 04:00:00,55,115,114,44,81
341,2008-01-21 05:00:00,148,298,218,67,170
342,2008-01-21 06:00:00,713,1015,723,287,454
343,2008-01-21 07:00:00,1456,2003,1395,744,323
344,2008-01-21 08:00:00,2941,4479,3704,1897,1770
345,2008-01-21 09:00:00,2278,3105,2798,1784,1928
346,2008-01-21 10:00:00,1995,2733,2664,1886,2774
347,2008-01-21 11:00:00,2453,3185,3437,3380,3845
348,2008-01-21 12:00:00,3339,5151,4787,4467,5092
349,2008-01-21 13:00:00,4865,9646,9511,5595,5886
350,2008-01-21 14:00:00,2729,6190,5520,4405,5299
351,2008-01-21 15:00:00,2841,5878,6045,4775,5690
352,2008-01-21 16:00:00,3357,7421,4526,5538,5415
353,2008-01-21 17:00:00,4124,11157,4949,6508,5657
354,2008-01-21 18:00:00,2945,7965,4266,6119,3924
355,2008-01-21 19:00:00,1875,3207,2175,4508,1836
356,2008-01-21 20:00:00,1424,1718,1579,3985,960
357,2008-01-21 21:00:00,912,1456,1152,2717,595
358,2008-01-21 22:00:00,970,1028,766,1143,308
359,2008-01-21 23:00:00,693,1329,547,946,179
360,2008-01-22 00:00:00,274,593,323,189,90
361,2008-01-22 01:00:00,98,215,204,230,27
362,2008-01-22 02:00:00,179,214,242,166,34
363,2008-01-22 03:00:00,172,330,319,134,103
364,2008-01-22 04:00:00,102,201,247,32,61
365,2008-01-22 05:00:00,115,262,292,63,216
366,2008-01-22 06:00:00,608,918,409,356,526
367,2008-01-22 07:00:00,1417,2179,1604,822,896
368,2008-01-22 08:00:00,2421,4160,3755,1627,1644
369,2008-01-22 09:00:00,1805,3111,3371,1459,1911
370,2008-01-22 10:00:00,1824,2701,2598,1702,2805
371,2008-01-22 11:00:00,2250,3038,3090,2395,3715
372,2008-01-22 12:00:00,2858,5632,5137,4307,5156
373,2008-01-22 13:00:00,4086,8965,7273,5586,6474
374,2008-01-22 14:00:00,3719,6420,5198,4892,5544
375,2008-01-22 15:00:00,3821,5570,4975,5010,5679
376,2008-01-22 16:00:00,3846,7674,5530,5884,5661
377,2008-01-22 17:00:00,3834,11646,7039,4740,5860
378,2008-01-22 18:00:00,2990,8876,5367,3244,4131
379,2008-01-22 19:00:00,2029,4252,2638,2012,1644
380,2008-01-22 20:00:00,1460,2261,1590,1324,1039
381,2008-01-22 21:00:00,976,1469,1322,1063,522
382,2008-01-22 22:00:00,882,1475,875,976,333
383,2008-01-22 23:00:00,581,849,756,740,341
384,2008-01-23 00:00:00,241,437,306,161,81
385,2008-01-23 01:00:00,91,229,300,190,18
386,2008-01-23 02:00:00,84,181,690,131,26
387,2008-01-23 03:00:00,65,190,253,100,118
388,2008-01-23 04:00:00,50,217,263,31,38
389,2008-01-23 05:00:00,133,426,266,179,170
390,2008-01-23 06:00:00,681,826,840,373,469
391,2008-01-23 07:00:00,1339,1422,1509,781,784
392,2008-01-23 08:00:00,2241,3387,3683,1597,1437
393,2008-01-23 09:00:00,1865,2479,3180,1560,1930
394,2008-01-23 10:00:00,1530,2119,2353,2398,2711
395,2008-01-23 11:00:00,2049,3384,3641,3271,3955
396,2008-01-23 12:00:00,3213,5850,4645,4524,5239
397,2008-01-23 13:00:00,3970,8325,6961,6291,6318
398,2008-01-23 14:00:00,3369,7104,5432,5093,5410
399,2008-01-23 15:00:00,3340,6239,4770,5217,5217
400,2008-01-23 16:00:00,3463,8114,5874,5398,5820
401,2008-01-23 17:00:00,4124,12085,7261,6424,5642
402,2008-01-23 18:00:00,3533,9781,5562,4720,3952
403,2008-01-23 19:00:00,2049,4557,2649,2862,1804
404,2008-01-23 20:00:00,1805,2563,1857,2074,980
405,2008-01-23 21:00:00,1201,1690,1302,1284,605
406,2008-01-23 22:00:00,1091,1547,1202,926,333
407,2008-01-23 23:00:00,654,1082,997,638,237
408,2008-01-24 00:00:00,272,565,471,228,111
409,2008-01-24 01:00:00,130,324,305,249,56
410,2008-01-24 02:00:00,154,217,178,155,34
411,2008-01-24 03:00:00,119,293,274,101,54
412,2008-01-24 04:00:00,103,209,197,51,137
413,2008-01-24 05:00:00,193,387,350,71,151
414,2008-01-24 06:00:00,795,971,787,315,424
415,2008-01-24 07:00:00,1613,2042,1376,758,954
416,2008-01-24 08:00:00,2761,5265,4142,1906,1552
417,2008-01-24 09:00:00,2511,2903,2990,1960,1945
418,2008-01-24 10:00:00,2215,2440,2472,2250,2465
419,2008-01-24 11:00:00,2590,3141,2879,2987,3479
420,2008-01-24 12:00:00,5316,5246,6710,3602,4397
421,2008-01-24 13:00:00,6266,8860,9357,4915,5446
422,2008-01-24 14:00:00,2961,6326,5553,4892,5033
423,2008-01-24 15:00:00,3747,6318,6195,4788,5199
424,2008-01-24 16:00:00,3656,7629,6432,5624,3160
425,2008-01-24 17:00:00,4042,11460,9487,6419,5496
426,2008-01-24 18:00:00,3297,10124,8440,4720,4872
427,2008-01-24 19:00:00,2422,6357,4182,3316,3159
428,2008-01-24 20:00:00,1960,4134,2984,1926,2154
429,2008-01-24 21:00:00,1610,2420,1854,912,1019
430,2008-01-24 22:00:00,998,1471,1359,673,360
431,2008-01-24 23:00:00,677,1185,1014,501,247
432,2008-01-25 00:00:00,371,718,592,209,151
433,2008-01-25 01:00:00,221,326,348,246,52
434,2008-01-25 02:00:00,224,319,259,167,47
435,2008-01-25 03:00:00,180,308,352,133,116
436,2008-01-25 04:00:00,102,165,185,42,60
437,2008-01-25 05:00:00,189,481,386,55,170
438,2008-01-25 06:00:00,803,859,828,264,470
439,2008-01-25 07:00:00,1865,1853,1437,779,906
440,2008-01-25 08:00:00,2898,3083,3527,1440,1823
441,2008-01-25 09:00:00,2438,2625,2469,1593,1919
442,2008-01-25 10:00:00,2193,2349,2229,1911,2814
443,2008-01-25 11:00:00,2506,3802,3404,2848,4020
444,2008-01-25 12:00:00,3211,6357,5545,4339,5020
445,2008-01-25 13:00:00,3724,9106,7851,5671,6224
446,2008-01-25 14:00:00,3755,8268,6486,5476,5676
447,2008-01-25 15:00:00,4532,7926,7197,5623,5880
448,2008-01-25 16:00:00,4154,8499,6987,5877,5989
449,2008-01-25 17:00:00,4783,12602,8839,6480,5999
450,2008-01-25 18:00:00,3874,9737,6463,5710,4548
451,2008-01-25 19:00:00,2337,5707,3535,4603,2382
452,2008-01-25 20:00:00,2014,3514,2495,2478,1207
453,2008-01-25 21:00:00,1816,3279,2320,1067,874
454,2008-01-25 22:00:00,1717,3040,2247,923,535
455,2008-01-25 23:00:00,1206,2362,1866,713,324
456,2008-01-26 00:00:00,705,1493,1188,245,213
457,2008-01-26 01:00:00,483,997,1012,279,138
458,2008-01-26 02:00:00,393,1218,924,226,91
459,2008-01-26 03:00:00,380,1732,1346,440,165
460,2008-01-26 04:00:00,182,494,496,130,78
461,2008-01-26 05:00:00,83,267,221,41,83
462,2008-01-26 06:00:00,318,369,384,152,197
463,2008-01-26 07:00:00,649,911,681,274,375
464,2008-01-26 08:00:00,842,1132,1222,574,855
465,2008-01-26 09:00:00,1181,1519,1694,1305,1662
466,2008-01-26 10:00:00,2306,3248,2683,2601,3521
467,2008-01-26 11:00:00,2497,6623,5169,4007,6194
468,2008-01-26 12:00:00,3075,9472,7794,4902,7904
469,2008-01-26 13:00:00,3412,10410,10064,6438,11406
470,2008-01-26 14:00:00,4954,11863,10215,7701,10915
471,2008-01-26 15:00:00,4976,12059,10760,7814,10086
472,2008-01-26 16:00:00,4814,12200,10175,7187,9006
473,2008-01-26 17:00:00,3503,11117,6759,6646,6732
474,2008-01-26 18:00:00,2579,8137,4631,3423,3906
475,2008-01-26 19:00:00,2035,4213,2919,2973,1886
476,2008-01-26 20:00:00,1740,2768,2185,2482,825
477,2008-01-26 21:00:00,1549,2574,1893,2081,638
478,2008-01-26 22:00:00,2017,2706,1922,1233,342
479,2008-01-26 23:00:00,1556,2384,1870,741,304
480,2008-01-27 00:00:00,773,1966,1543,378,174
481,2008-01-27 01:00:00,585,1411,1256,419,151
482,2008-01-27 02:00:00,537,1902,1409,334,99
483,2008-01-27 03:00:00,691,3116,2235,757,138
484,2008-01-27 04:00:00,243,891,903,321,69
485,2008-01-27 05:00:00,124,133,130,84,30
486,2008-01-27 06:00:00,149,294,222,85,88
487,2008-01-27 07:00:00,241,268,236,104,140
488,2008-01-27 08:00:00,268,279,385,140,224
489,2008-01-27 09:00:00,523,533,743,337,450
490,2008-01-27 10:00:00,1118,1163,998,831,1156
491,2008-01-27 11:00:00,1542,2848,2368,1526,2472
492,2008-01-27 12:00:00,2401,4881,4623,2657,4560
493,2008-01-27 13:00:00,2189,6427,5143,3227,6128
494,2008-01-27 14:00:00,2308,7929,6110,3923,7408
495,2008-01-27 15:00:00,2604,9093,7032,4790,7526
496,2008-01-27 16:00:00,2572,10240,6852,5028,6358
497,2008-01-27 17:00:00,2410,9245,4500,4533,4773
498,2008-01-27 18:00:00,2487,5014,2872,3487,2566
499,2008-01-27 19:00:00,2001,2321,1666,2704,943
