Date and Time,OConnell St Outside Pennys,OConnell St Outside Clerys,Mary Street,Capel Street,Aston Quay,Grafton Street at CompuB,Talbot Street North,Doilier Street Burgh Quay,Dawson Street Replacement,Dame Street,Talbot Street South,OConnell St Parnell St at AIB,Grafton Street - Nassau Street - Suffolk Street,College Green Bank Of Ireland,Henry Street,Westmoreland Street East,Dawson Street,Liffey Street,Westmoreland Street West,Grafton Street,Bachelors Walk,College Green at Church Lane,College Green - Dame St Side
01/01/2020 00:00,1662,2195,60,277,1600,3481,109,994,18,1090,1085,821,1238,893,,1577,,1180,2593,1516,868,1494,1797
01/01/2020 01:00,1160,990,33,214,858,1870,53,745,7,1148,1296,469,405,1091,,566,,1133,1917,1169,727,676,594
01/01/2020 02:00,1110,856,51,219,3499,1626,71,710,15,1052,1848,347,382,1202,,474,,898,1889,1097,930,523,429
01/01/2020 03:00,1095,842,44,176,1804,1280,49,1065,8,899,1783,373,353,1115,,410,,595,2101,989,561,520,365
01/01/2020 04:00,666,351,25,98,2562,824,40,768,9,373,1705,209,136,1140,,120,,219,873,708,269,238,176
01/01/2020 05:00,317,102,12,55,883,530,31,201,1,158,2073,110,29,1164,,41,,47,464,374,103,83,45
01/01/2020 06:00,200,127,9,37,500,289,9,112,1,134,1288,107,30,596,,43,,48,241,162,278,120,57
01/01/2020 07:00,191,158,9,18,1342,319,21,167,1,92,1168,73,37,377,,44,,26,306,113,419,104,54
01/01/2020 08:00,218,208,11,30,1279,361,53,506,8,136,2090,95,45,418,,55,,74,354,107,121,134,70
01/01/2020 09:00,311,338,17,45,3300,612,51,850,11,168,1388,179,65,481,,107,,110,652,266,191,188,157
01/01/2020 10:00,673,506,66,170,3364,1223,13,988,21,271,2132,298,155,520,,183,,189,782,494,522,305,259
01/01/2020 11:00,1112,822,127,182,2833,2150,0,1352,27,494,1548,420,269,639,,357,,383,1108,1189,477,611,574
01/01/2020 12:00,1424,925,228,188,4076,2245,76,1177,33,721,1914,527,360,767,,411,,720,1500,1877,619,856,548
01/01/2020 13:00,1767,988,292,240,2995,2917,163,1333,78,907,794,620,434,806,,489,,894,1906,2304,851,996,677
01/01/2020 14:00,2039,1228,332,278,3590,3307,144,1285,246,1076,860,611,485,897,,484,,1016,1764,2433,834,1108,658
01/01/2020 15:00,2116,1162,339,291,2591,3483,109,1315,258,1029,740,756,512,966,,512,,1080,1895,2437,979,1040,672
01/01/2020 16:00,2070,1287,329,302,4437,3651,125,1460,257,1153,806,791,473,968,,531,,1228,1997,2569,902,1069,660
01/01/2020 17:00,1807,1206,332,324,3578,3287,122,1409,212,1060,1205,907,308,954,,531,,928,1771,2129,927,1032,557
01/01/2020 18:00,1388,1137,203,272,3674,2627,125,1289,201,828,1785,729,212,853,,501,,800,1834,1323,1095,795,430
01/01/2020 19:00,962,958,134,217,3657,2164,78,1207,177,679,1587,609,251,826,,402,,718,1616,960,939,737,404
01/01/2020 20:00,824,819,129,171,3867,1614,93,1243,126,672,1050,514,139,774,,278,,471,1453,514,929,589,241
01/01/2020 21:00,621,587,63,124,3208,1990,74,856,87,523,1094,344,152,625,,205,,409,1107,511,1019,472,214
01/01/2020 22:00,561,520,58,102,2570,1120,63,992,186,596,653,276,119,734,,177,,354,1183,373,646,351,194
01/01/2020 23:00,417,334,39,72,3497,898,48,1081,110,309,1497,173,66,719,,134,,238,947,285,215,224,112
02/01/2020 00:00,196,175,23,48,1610,407,21,773,0,166,2235,105,44,455,,69,,131,303,182,89,76,68
02/01/2020 01:00,96,94,13,38,1134,99,17,570,0,109,2842,51,13,493,,35,,68,284,98,47,50,20
02/01/2020 02:00,112,51,6,24,691,88,12,190,0,175,2082,32,14,332,,45,,29,168,81,137,30,15
02/01/2020 03:00,88,36,5,6,603,131,17,67,2,91,1930,31,16,294,,31,,30,130,87,34,39,10
02/01/2020 04:00,53,37,6,8,160,73,4,49,40,37,1725,18,13,242,,19,,22,68,74,19,23,10
02/01/2020 05:00,88,82,10,14,354,206,24,48,74,71,2495,57,27,328,,39,,17,108,71,32,55,40
02/01/2020 06:00,295,345,27,40,520,1161,87,449,171,290,2502,125,99,701,,106,,34,460,194,266,452,182
02/01/2020 07:00,543,700,57,56,2431,2959,131,1186,183,335,2271,229,255,744,,213,,196,756,513,521,453,528
02/01/2020 08:00,1101,1053,99,119,4227,3972,116,1154,329,582,1283,419,515,908,,422,,314,1101,1185,943,835,1123
02/01/2020 09:00,1198,973,129,235,2011,3152,109,1119,337,531,474,532,389,852,,411,,413,1039,874,482,647,794
02/01/2020 10:00,1755,1305,204,258,3264,3161,148,1047,286,652,565,801,450,754,,416,,722,1165,1473,645,833,834
02/01/2020 11:00,2326,1369,284,237,3599,3540,172,1318,307,912,607,885,646,827,,573,,1088,1675,2109,851,1247,1006
02/01/2020 12:00,3064,1531,358,378,3097,4210,222,1212,437,1215,820,1102,682,894,,606,,1626,2041,2943,786,1563,1224
02/01/2020 13:00,3346,1697,527,370,2554,4449,194,1201,319,1358,1033,1351,862,960,,687,,1984,2060,3324,995,1561,1274
02/01/2020 14:00,3175,1619,564,395,2958,4391,137,1036,296,1355,815,1298,747,955,,634,,1917,2320,2928,706,1494,1079
02/01/2020 15:00,3313,1680,440,399,3057,4498,796,1214,397,1353,739,1308,747,1056,,698,,2197,2355,3168,852,1567,1139
02/01/2020 16:00,3502,1963,588,407,2044,4746,190,1020,473,1721,970,1468,967,1294,,875,,2441,2509,3406,827,1711,1265
02/01/2020 17:00,3468,2024,576,498,3238,4916,213,1020,398,1621,1104,1475,1037,1476,,949,,2268,2656,3114,1318,1745,1572
02/01/2020 18:00,2703,1543,508,415,2613,4902,256,1125,353,1238,1374,1177,702,1202,,719,,1457,2231,2479,822,1347,1069
02/01/2020 19:00,1904,1188,280,355,3749,3944,114,1294,251,960,2085,895,338,1034,,448,,1637,1700,1384,701,1013,606
02/01/2020 20:00,1475,963,183,254,3450,2978,150,973,253,699,1028,758,293,834,,369,,1210,1182,674,667,732,452
02/01/2020 21:00,977,746,89,195,3509,2391,220,934,244,577,936,569,244,776,,334,,1099,1280,626,481,610,360
02/01/2020 22:00,756,649,55,98,4029,1574,150,880,189,521,876,383,171,755,,190,,1051,1154,418,500,473,232
02/01/2020 23:00,483,361,22,89,3381,1354,90,1176,180,344,653,241,106,706,,129,,770,738,390,167,321,171
03/01/2020 00:00,204,193,12,38,2145,755,18,1195,116,166,1479,112,44,522,,80,,722,424,219,63,113,81
03/01/2020 01:00,88,108,8,23,1374,352,11,532,111,122,1707,50,30,409,,27,,628,357,160,40,54,35
03/01/2020 02:00,130,89,4,8,1180,385,7,927,75,130,2362,64,27,367,,46,,434,178,122,42,48,44
03/01/2020 03:00,65,82,4,15,1302,178,10,437,46,86,2003,44,15,323,,20,,115,162,129,26,51,20
03/01/2020 04:00,44,39,5,7,315,90,11,150,52,71,1801,32,13,294,,13,,63,87,99,34,7,16
03/01/2020 05:00,90,92,9,14,401,128,32,94,74,74,1575,54,35,299,,39,,31,124,70,28,60,47
03/01/2020 06:00,318,345,17,29,637,1035,44,632,187,246,1708,168,92,663,,93,,179,465,179,171,373,185
03/01/2020 07:00,461,654,39,85,2857,2756,107,1386,236,371,1624,248,193,751,,180,,507,751,454,469,397,531
03/01/2020 08:00,931,1032,60,119,4045,4011,151,1720,37,604,1726,440,424,1010,,366,,1354,1148,988,724,821,1137
03/01/2020 09:00,1106,1019,104,163,2062,3632,64,1496,62,521,522,514,304,894,,367,,984,1134,963,586,722,906
03/01/2020 10:00,1664,1293,168,190,2999,3430,106,1302,196,747,595,819,380,856,,475,,1540,1374,1328,704,783,1012
03/01/2020 11:00,2485,1519,252,292,3057,4030,136,1350,219,904,601,1014,560,907,,543,,1625,1934,2093,577,1162,1139
03/01/2020 12:00,2824,1990,506,384,2582,4264,150,1267,427,1274,964,1130,719,1064,,786,,1874,2071,3176,643,1524,1330
03/01/2020 13:00,3605,2123,743,492,3384,4577,228,1255,450,1596,1157,1492,151,1219,,945,,1776,2441,3862,928,1630,1517
03/01/2020 14:00,3465,1917,622,452,2815,4728,81,1282,256,1615,914,1428,701,1219,,621,,1929,2634,3438,970,1559,1229
03/01/2020 15:00,3509,1919,662,500,2611,4558,67,1268,465,1580,846,1566,810,1433,,747,,2002,2402,3654,917,1595,1224
03/01/2020 16:00,3787,2033,735,503,2014,4866,111,1034,568,1721,1062,1385,1044,1560,,939,,521,2703,3796,1199,1761,1467
03/01/2020 17:00,3359,2138,736,516,1653,4982,483,995,571,1737,1173,1436,1076,1537,,1085,,12,2393,3395,1204,1758,1749
03/01/2020 18:00,2498,1600,513,483,2366,4726,374,1365,495,1358,1451,1172,665,1239,,757,,660,2277,2420,1245,1272,1164
03/01/2020 19:00,1741,1294,336,380,3935,3781,330,1154,321,1041,1294,990,448,1100,,581,,1106,1776,1455,959,1111,738
03/01/2020 20:00,1379,1007,194,317,3251,3037,170,1291,335,759,701,813,322,981,,440,,781,1560,801,818,816,564
03/01/2020 21:00,866,948,120,256,3525,3070,104,1077,275,671,996,544,205,933,,366,,400,1399,705,643,667,427
03/01/2020 22:00,775,725,68,220,2734,2654,103,984,163,593,434,432,205,922,,325,,436,1236,577,548,588,343
03/01/2020 23:00,562,548,43,151,2961,2287,109,857,285,473,346,311,194,991,,257,,326,1177,547,355,454,278
04/01/2020 00:00,283,281,23,87,1985,1225,31,777,259,298,346,158,98,945,,184,,171,864,345,213,228,169
04/01/2020 01:00,248,218,12,50,1106,675,40,568,175,299,2111,119,66,858,,88,,95,518,296,143,164,95
04/01/2020 02:00,251,183,5,37,1096,579,19,295,200,272,2918,89,45,865,,82,,89,758,259,103,127,85
04/01/2020 03:00,234,107,13,25,749,209,19,645,145,206,2108,68,31,795,,80,,243,557,199,94,81,37
04/01/2020 04:00,100,54,3,13,448,177,11,186,60,87,1377,43,7,463,,21,,28,203,145,23,43,21
04/01/2020 05:00,81,59,11,14,606,93,16,270,36,114,1093,41,17,350,,26,,22,126,77,14,33,19
04/01/2020 06:00,228,154,16,23,576,295,41,164,88,145,1181,77,46,373,,56,,56,315,127,98,183,73
04/01/2020 07:00,275,252,23,29,1031,1035,78,497,141,165,1115,103,80,517,,76,,69,354,206,217,148,119
04/01/2020 08:00,524,434,44,57,2015,1483,83,649,169,197,1939,216,109,618,,116,,133,424,315,297,263,241
04/01/2020 09:00,921,603,110,122,2810,1875,108,753,203,321,294,360,146,565,,212,,394,826,610,371,409,449
04/01/2020 10:00,1510,994,181,169,2409,2096,110,967,198,502,539,579,295,690,,327,,623,1098,1168,530,655,663
04/01/2020 11:00,2151,998,317,270,2884,3191,125,1389,212,796,512,820,419,790,,420,,951,1589,1952,575,868,829
04/01/2020 12:00,2806,1514,453,352,3439,3691,173,1298,237,1025,683,979,541,923,,526,,1318,1880,2621,390,1196,1027
04/01/2020 13:00,3038,1575,589,426,3425,4199,112,1320,36,1303,724,1199,633,1087,,618,,1700,2169,2949,488,1363,1077
04/01/2020 14:00,3455,1586,670,470,2452,4657,38,1533,284,1305,723,1281,649,1170,,486,,1871,2418,3243,487,1482,1049
04/01/2020 15:00,3348,1689,725,571,2763,4781,149,1369,403,1301,737,1295,710,1182,,670,,1909,2557,3476,646,1376,1154
04/01/2020 16:00,3436,1808,621,531,1919,4433,7,1298,242,1487,775,1323,727,1293,,692,,1986,2366,3301,700,1485,1063
04/01/2020 17:00,3023,1591,504,469,3015,4368,14,1140,425,1281,987,1292,534,1208,,646,,1738,2103,2994,778,1298,878
04/01/2020 18:00,2347,1418,387,385,2992,4031,153,1076,388,1098,1156,1072,487,1191,,559,,1527,2013,2041,816,1147,722
04/01/2020 19:00,1745,1265,243,423,3540,3724,17,1118,294,870,1239,1063,363,1030,,488,,1086,1808,1224,801,1039,629
04/01/2020 20:00,1233,1116,115,298,3588,2851,47,1019,302,724,1379,812,286,971,,401,,750,1493,805,694,752,459
04/01/2020 21:00,942,868,95,194,3511,2035,119,1062,124,656,521,516,221,947,,359,,579,1363,705,422,684,385
04/01/2020 22:00,780,732,61,170,2918,2319,95,911,251,594,411,329,181,971,,300,,512,1372,567,374,510,305
04/01/2020 23:00,549,632,53,154,3162,1948,87,909,238,562,431,313,171,1103,,300,,523,1202,536,313,508,298
05/01/2020 00:00,400,350,13,72,1895,1532,52,575,346,349,333,163,107,1036,,217,,243,1189,504,223,238,183
05/01/2020 01:00,296,260,8,50,1366,1053,32,493,218,371,802,91,121,930,,119,,123,708,431,103,186,156
05/01/2020 02:00,314,226,1,44,1272,573,56,489,347,307,1462,102,64,942,,75,,101,700,345,129,138,80
05/01/2020 03:00,269,193,11,30,906,553,29,582,211,249,2399,93,37,949,,77,,110,673,313,104,147,58
05/01/2020 04:00,134,73,5,16,478,280,29,184,107,92,2016,40,17,706,,43,,35,316,228,23,53,31
05/01/2020 05:00,71,47,5,10,340,160,7,119,85,53,1982,41,15,457,,21,,17,106,97,23,40,19
05/01/2020 06:00,135,119,9,14,530,166,12,95,40,89,2329,44,28,378,,34,,20,202,99,18,121,40
05/01/2020 07:00,162,140,16,14,608,524,14,92,60,88,1922,95,51,278,,54,,36,253,92,35,75,66
05/01/2020 08:00,270,276,21,26,942,761,20,236,48,143,2157,130,71,375,,87,,72,297,139,135,191,106
05/01/2020 09:00,512,435,29,53,1415,1185,53,323,67,232,1817,250,102,484,,101,,145,474,239,283,277,227
05/01/2020 10:00,831,646,77,156,1409,2554,22,475,71,335,1920,423,172,586,,216,,376,756,729,302,409,369
05/01/2020 11:00,1435,890,191,202,2073,2452,6,575,88,493,938,513,276,704,,298,,610,1253,1432,355,628,590
05/01/2020 12:00,2049,1040,311,314,1802,2557,117,716,116,782,772,916,359,799,,407,,1016,1459,2000,420,837,670
05/01/2020 13:00,2387,1161,470,332,1867,3294,125,884,128,828,1110,970,480,955,,435,,1301,1655,2444,486,972,780
05/01/2020 14:00,2635,1155,466,469,2796,4130,32,940,156,1039,1207,979,488,1014,,312,,1501,1948,2656,573,1028,772
05/01/2020 15:00,2831,1487,527,511,2986,4341,80,985,129,1035,1214,1148,540,1090,,452,,1534,1933,2891,403,1113,787
05/01/2020 16:00,2711,1420,489,493,3259,4055,114,1199,152,1068,1391,1095,496,1072,,473,,1486,2088,2719,484,1178,742
05/01/2020 17:00,2404,1330,438,476,2506,3632,77,1131,130,900,860,1088,372,1023,,370,,1268,2042,2115,728,928,591
05/01/2020 18:00,1673,1134,337,370,3032,2736,98,1060,112,703,763,945,357,935,,340,,884,1693,1388,491,847,524
05/01/2020 19:00,1185,1056,155,295,3472,2779,220,990,97,640,658,749,276,809,,320,,560,1574,795,657,654,390
05/01/2020 20:00,865,771,98,207,2517,2222,62,852,163,498,858,548,197,786,,257,,397,1231,646,499,472,279
05/01/2020 21:00,717,627,71,177,2165,1843,65,669,99,397,573,401,149,675,,178,,321,959,408,341,390,203
05/01/2020 22:00,53,486,45,109,2420,1638,56,622,153,377,556,302,130,764,,173,,163,869,337,311,281,136
05/01/2020 23:00,149,287,17,81,1507,857,68,279,139,246,535,175,92,676,,117,,129,769,250,170,177,105
06/01/2020 00:00,175,120,19,37,697,395,27,141,88,141,1338,107,35,471,,50,,56,366,200,42,70,36
06/01/2020 01:00,136,67,6,20,436,309,15,72,81,103,2004,57,9,368,,43,,28,313,97,33,53,16
06/01/2020 02:00,98,60,3,15,402,152,7,44,49,73,2271,33,7,322,,16,,18,147,110,13,33,11
06/01/2020 03:00,69,31,0,8,228,104,7,15,10,61,1385,23,6,304,,15,,24,121,111,32,26,12
06/01/2020 04:00,68,36,8,7,408,146,7,84,33,60,1171,23,24,302,,29,,11,104,148,31,40,12
06/01/2020 05:00,101,90,7,23,275,193,21,80,58,61,1085,59,25,320,,36,,12,118,76,26,43,44
06/01/2020 06:00,360,429,35,40,1707,1239,78,603,219,299,855,142,131,685,,123,,86,470,224,267,298,239
06/01/2020 07:00,679,877,47,82,3802,3210,357,1131,348,474,1475,344,339,720,,330,,230,873,705,615,607,760
06/01/2020 08:00,1315,1217,71,180,3807,3860,185,1451,258,739,1872,760,586,807,,499,,361,1190,1146,987,1145,1706
06/01/2020 09:00,1012,970,61,179,2763,3704,63,1406,161,576,653,653,358,785,,335,,391,1139,701,433,747,951
06/01/2020 10:00,1256,903,71,171,2469,2357,53,1252,192,506,529,654,199,657,,286,,514,1092,680,383,588,531
06/01/2020 11:00,1763,1251,133,274,2411,3131,41,901,282,658,569,917,348,650,,445,,728,1286,1223,427,806,672
06/01/2020 12:00,2552,1664,286,486,2580,4238,117,1049,378,958,966,1253,592,884,,597,,993,1607,2190,304,1133,989
06/01/2020 13:00,3119,1843,449,507,2576,4091,37,1175,393,1051,1355,1484,854,989,,731,,1367,1964,2889,469,1378,1279
06/01/2020 14:00,2521,1434,361,401,2356,3986,73,1041,369,904,853,1267,560,915,,535,,1385,1749,1946,573,1143,829
06/01/2020 15:00,2524,1605,342,270,2232,3925,79,1200,117,1036,684,1264,576,1021,,582,,1292,1741,1837,621,1101,914
06/01/2020 16:00,2476,1593,284,370,1545,4028,154,1078,292,1002,950,1371,748,1164,,705,,1206,1661,1912,729,1341,1150
06/01/2020 17:00,2917,1977,426,478,2044,4293,55,904,549,1419,1361,1510,1206,1387,,1052,,1537,1934,2491,1134,1684,1896
06/01/2020 18:00,2224,1605,387,425,2656,4423,46,1032,482,1000,1159,1255,755,1287,,733,,1239,1787,1784,995,1222,1287
06/01/2020 19:00,1413,1149,199,303,3964,3414,84,989,335,679,990,971,350,1046,,490,,842,1378,885,757,752,605
06/01/2020 20:00,914,845,92,230,3219,2827,43,839,248,539,713,666,210,838,,325,,463,1238,496,465,612,414
06/01/2020 21:00,638,579,63,181,2934,2326,88,1025,283,479,502,481,134,745,,250,,390,1003,367,372,462,284
06/01/2020 22:00,525,466,52,129,2507,1881,46,737,159,316,377,336,104,783,,148,,266,1054,338,369,339,172
06/01/2020 23:00,315,297,30,87,1929,1076,46,681,183,290,292,223,112,741,,126,,154,722,325,189,211,161
07/01/2020 00:00,152,110,18,26,947,377,13,268,127,123,779,75,43,527,,42,,61,598,186,37,64,83
07/01/2020 01:00,120,63,7,26,800,186,9,172,59,101,932,49,15,389,,27,,48,244,128,41,39,25
07/01/2020 02:00,132,78,4,4,389,213,3,75,51,116,881,31,21,284,,50,,39,162,240,26,35,23
07/01/2020 03:00,98,58,4,11,1232,258,6,63,77,79,2095,36,24,338,,14,,17,169,186,29,38,10
07/01/2020 04:00,51,30,6,7,1382,175,17,83,50,51,1498,21,14,294,,25,,3,86,44,26,37,16
07/01/2020 05:00,101,61,12,14,1307,235,20,121,72,87,1030,52,33,312,,40,,24,158,77,39,47,45
07/01/2020 06:00,328,412,34,45,1344,1174,75,775,115,265,1247,130,149,694,,123,,96,500,259,290,278,251
07/01/2020 07:00,662,825,52,149,3266,2785,103,856,64,528,1281,348,319,734,,299,,207,935,605,550,575,703
07/01/2020 08:00,1413,1393,128,262,2967,3726,282,451,74,873,1225,761,837,1045,,663,,557,1357,1619,1292,1220,1837
07/01/2020 09:00,1336,1177,155,271,3186,3336,410,388,174,709,757,705,531,1078,,570,,557,1308,1046,698,953,1105
07/01/2020 10:00,1626,1209,141,259,2714,2980,141,111,117,631,502,778,343,826,,416,,603,1217,1078,398,685,672
07/01/2020 11:00,2048,1211,249,317,2453,3278,121,103,258,744,582,968,398,779,,405,,751,1512,1474,371,863,737
07/01/2020 12:00,2693,1610,316,469,2636,3432,154,454,385,965,1060,1322,645,868,,626,,981,1583,2236,612,1107,1096
07/01/2020 13:00,3309,1875,493,539,2045,4112,103,439,382,1132,1358,1470,872,1040,,699,,1361,1884,2871,626,1330,1348
07/01/2020 14:00,2665,1308,318,421,2288,3790,119,426,268,883,901,1199,556,898,,406,,1026,1704,1903,432,1086,878
07/01/2020 15:00,2654,1532,315,412,2133,3948,111,522,184,878,724,1181,587,960,,534,,923,1409,1757,407,1104,919
07/01/2020 16:00,2850,1756,345,371,1308,4139,113,520,369,1138,1026,1334,856,1133,,721,,877,1523,2010,733,1359,1270
07/01/2020 17:00,3213,2027,457,421,1975,4274,190,860,531,1418,1314,1483,1282,1369,,1044,,1375,1771,2420,1219,1742,1832
07/01/2020 18:00,2333,1586,367,441,3005,4307,74,979,397,999,1296,1226,834,1166,,771,,1328,1810,1776,910,1271,1285
07/01/2020 19:00,1442,1092,183,321,3448,2978,84,898,197,558,752,950,429,931,,406,,711,1189,787,648,869,700
07/01/2020 20:00,1017,808,77,184,3194,2218,59,946,216,473,565,661,246,830,,304,,459,1044,375,426,576,379
07/01/2020 21:00,701,649,46,209,2976,1845,55,722,200,450,669,510,165,709,,230,,224,890,354,395,486,300
07/01/2020 22:00,562,472,30,95,2256,1459,62,649,170,329,459,288,161,689,,142,,198,803,334,329,382,207
07/01/2020 23:00,347,294,17,79,1663,1130,43,487,172,230,366,188,99,733,,115,,124,535,197,100,220,130
08/01/2020 00:00,174,117,13,28,1016,571,20,334,97,152,1410,95,41,432,,54,,65,346,143,27,95,61
08/01/2020 01:00,118,64,8,14,252,226,12,82,74,143,1201,50,22,384,,16,,37,270,97,29,39,29
08/01/2020 02:00,86,139,6,8,182,96,7,73,51,78,1206,39,9,290,,18,,39,126,73,18,33,14
08/01/2020 03:00,50,29,5,8,179,105,6,21,38,78,763,33,9,247,,11,,26,119,105,17,20,4
08/01/2020 04:00,42,41,4,9,145,68,8,89,54,78,750,19,16,208,,9,,60,74,61,6,15,16
08/01/2020 05:00,92,70,16,11,708,176,18,128,45,46,1161,58,25,265,,20,,28,104,71,33,45,40
08/01/2020 06:00,331,400,36,43,1412,1133,43,710,219,241,2004,148,147,662,,104,,79,495,259,212,290,248
08/01/2020 07:00,651,882,52,110,4335,2797,142,1247,282,480,1746,355,373,743,,322,,297,941,652,738,566,782
08/01/2020 08:00,1454,1472,149,266,3179,4012,227,1025,268,933,1844,825,716,1086,,638,,590,1357,1598,1134,1187,1861
08/01/2020 09:00,1413,1178,129,278,3202,3441,174,1152,29,715,754,807,431,1015,,503,,707,1199,1045,740,929,1076
08/01/2020 10:00,1601,1176,151,267,2392,2668,76,1086,349,604,523,823,284,821,,340,,635,1147,1077,468,669,637
08/01/2020 11:00,1885,1365,223,282,2481,2949,159,1075,256,681,542,1012,354,873,,433,,734,1296,1519,741,742,689
08/01/2020 12:00,2556,1751,423,511,3182,3753,179,1073,92,1018,1049,1287,578,956,,650,,1124,1749,2347,585,1167,1073
08/01/2020 13:00,3037,2009,504,544,2936,4166,200,1171,122,1109,1328,1463,783,1005,,717,,1528,2045,3081,715,1326,1372
08/01/2020 14:00,2420,1650,339,394,3007,3810,472,1272,242,942,886,1273,538,950,,618,,1267,1847,2199,693,1069,913
08/01/2020 15:00,2433,1640,342,384,2888,4136,150,1463,345,979,713,1268,525,992,,602,,1173,1992,2060,679,1127,897
08/01/2020 16:00,2509,1760,393,439,2087,4302,150,1581,412,1268,1001,1484,814,1263,,819,,1376,1822,2267,1114,1350,1178
08/01/2020 17:00,2815,2004,498,502,2488,3908,412,1210,571,1474,1278,1417,1080,1482,,1187,,1737,2430,2641,1643,1718,1880
08/01/2020 18:00,2137,1751,402,566,3276,4156,157,1362,469,1151,1306,1290,806,1162,,931,,2395,1502,2109,1283,1289,1426
08/01/2020 19:00,1469,1217,183,390,3755,3862,3,1218,211,793,805,979,436,1015,,581,,1335,1157,1197,977,934,829
08/01/2020 20:00,959,699,87,266,3669,2866,71,899,171,595,600,767,273,815,,372,,750,1267,707,873,692,479
08/01/2020 21:00,687,713,51,222,3327,2047,113,1051,155,421,489,519,180,765,,274,,552,1126,546,1056,502,333
08/01/2020 22:00,438,461,17,121,2999,1478,171,858,160,346,408,390,142,712,,151,,288,823,283,723,458,215
08/01/2020 23:00,208,246,13,58,1797,1124,46,622,184,202,720,228,52,592,,67,,114,612,172,119,179,119
09/01/2020 00:00,73,120,8,45,1204,558,27,325,140,126,1445,112,37,324,,36,,44,303,96,55,79,65
09/01/2020 01:00,31,50,0,27,359,202,4,106,67,67,2460,64,6,209,,8,,29,455,106,242,30,36
09/01/2020 02:00,29,81,2,9,454,98,4,60,40,54,2282,69,4,100,,6,,9,127,46,44,11,13
09/01/2020 03:00,26,36,1,9,677,221,1,19,32,29,1659,26,6,208,,6,,11,47,57,13,20,8
09/01/2020 04:00,32,29,4,3,581,328,3,44,42,21,1198,24,9,186,,10,,5,45,49,7,9,14
09/01/2020 05:00,89,72,5,9,434,192,9,61,48,71,1547,41,18,223,,30,,6,121,75,20,36,32
09/01/2020 06:00,281,357,12,40,910,1196,28,495,69,202,1992,126,103,591,,102,,61,508,190,161,258,255
09/01/2020 07:00,567,817,44,53,3459,3072,75,865,25,508,2631,340,257,686,,284,,248,977,582,589,549,747
09/01/2020 08:00,1226,1390,94,141,2963,4070,149,528,34,768,2381,836,563,1033,,652,,629,1607,1492,1224,1141,1669
09/01/2020 09:00,1288,1234,86,135,2330,3671,148,585,26,682,793,797,446,1033,,514,,553,1832,1060,722,901,1061
09/01/2020 10:00,1504,1128,130,155,2213,2849,69,452,11,651,509,853,334,804,,447,,613,1428,1093,471,771,672
09/01/2020 11:00,2003,1320,264,194,2128,3042,108,375,29,661,482,1011,444,834,,475,,839,1553,1488,556,806,764
09/01/2020 12:00,2526,1720,373,351,2415,3701,171,358,70,988,1080,1301,616,997,,712,,1147,1942,2495,478,1116,1099
09/01/2020 13:00,2826,1391,601,445,2779,4038,283,479,549,1151,1378,1561,845,1062,,725,,1350,2025,2453,829,1396,1385
09/01/2020 14:00,2408,1605,419,322,3023,3780,226,404,190,959,967,1216,588,971,,689,,1381,1766,2200,596,1017,984
09/01/2020 15:00,2382,1672,427,296,2580,3770,79,377,407,1002,790,1286,527,1009,,593,,1853,1834,2080,710,1109,988
09/01/2020 16:00,2510,1805,391,363,2514,3027,222,413,296,1157,1096,1452,739,1128,,828,,1496,1723,2056,1056,1281,1225
09/01/2020 17:00,2873,2032,462,380,1267,2677,331,511,460,1518,1389,1596,1156,1430,,1110,,1643,1889,2811,1803,1691,1866
09/01/2020 18:00,2182,1735,321,405,2128,2866,258,1118,490,1221,1131,1401,824,1306,,858,,1443,2004,2395,1376,1340,1576
09/01/2020 19:00,1461,1261,234,306,3790,3581,108,744,441,825,786,1076,449,1101,,522,,914,1638,1450,780,966,850
09/01/2020 20:00,1124,946,121,257,3799,2806,71,1128,314,680,665,825,288,991,,364,,887,1439,885,758,738,532
09/01/2020 21:00,756,730,54,259,3828,2904,82,1028,273,516,537,554,224,817,,297,,782,1139,583,442,521,403
09/01/2020 22:00,538,577,36,163,3092,2025,61,789,172,408,754,367,165,786,,219,,421,1077,383,403,477,267
09/01/2020 23:00,347,361,18,81,2246,1359,50,477,102,305,626,276,121,924,,181,,219,967,375,332,361,194
10/01/2020 00:00,170,237,3,32,2277,687,18,411,165,173,1842,126,60,812,,93,,190,457,223,47,130,85
10/01/2020 01:00,91,81,5,28,1241,462,7,357,163,155,2490,74,27,667,,27,,100,334,148,161,66,47
10/01/2020 02:00,103,146,6,17,534,301,6,192,86,109,2257,33,25,507,,41,,109,266,131,80,54,38
10/01/2020 03:00,83,35,8,17,599,252,9,118,84,97,1905,48,16,449,,10,,28,214,195,84,37,20
10/01/2020 04:00,36,42,4,17,200,185,9,25,70,62,1212,18,12,380,,26,,11,204,102,56,21,20
10/01/2020 05:00,88,71,20,9,298,224,12,44,118,122,1117,64,57,382,,35,,100,171,101,36,45,50
10/01/2020 06:00,286,407,43,41,975,1163,22,653,118,246,1559,140,120,703,,119,,100,491,259,280,349,207
10/01/2020 07:00,618,845,77,81,3695,3221,152,1155,101,551,2187,354,297,769,,322,,216,1049,645,870,593,757
10/01/2020 08:00,1306,1437,148,251,3747,4816,238,584,8,769,1831,764,663,1103,,588,,790,1482,1462,1507,1184,1647
