Date and Time,OConnell St Outside Pennys,OConnell St Outside Clerys,Mary Street,Capel Street,Aston Quay,Grafton Street at CompuB,Talbot Street North,Doilier Street Burgh Quay,Dawson Street Replacement,Dame Street,Talbot Street South,OConnell St Parnell St at AIB,Grafton Street - Nassau Street - Suffolk Street,College Green Bank Of Ireland,Henry Street,Westmoreland Street East,Dawson Street,Liffey Street,Westmoreland Street West,Grafton Street,Bachelors Walk,College Green at Church Lane,College Green - Dame St Side
28/01/2020 05:00,93,114,15,15,279,133,1,158,62,71,1006,43,27,298,,28,,32,134,56,25,42,48
28/01/2020 06:00,293,461,38,46,731,916,12,1330,213,248,1129,177,136,673,,121,,179,623,229,332,255,253
28/01/2020 07:00,644,859,67,83,4277,2234,46,2229,211,503,1973,377,321,773,,323,,488,919,619,610,613,761
28/01/2020 08:00,1424,1610,149,317,3735,3476,101,2365,303,1109,2071,840,701,1088,,687,,825,1533,1538,1656,1477,1899
28/01/2020 09:00,1372,1285,106,291,3693,3561,148,1753,181,987,904,812,528,1043,,567,,906,1441,1003,761,1133,1304
28/01/2020 10:00,1518,1263,136,217,2969,3232,110,1680,229,730,536,944,317,896,,405,,1559,1504,940,685,793,861
28/01/2020 11:00,2006,1348,201,266,3063,2889,88,1554,266,876,620,909,393,891,,521,,1340,1572,1525,469,960,808
28/01/2020 12:00,2779,1770,391,490,3243,3222,132,1692,199,1107,984,1285,678,953,,723,,2243,1642,2338,623,1274,1211
28/01/2020 13:00,3249,2070,580,577,2538,3294,164,1972,313,1351,1388,1480,949,1010,,808,,2788,1938,3025,814,1538,1367
28/01/2020 14:00,2526,1409,386,372,3012,3226,439,2051,209,1163,831,1283,668,916,,535,,1774,1650,2072,503,1238,1038
28/01/2020 15:00,2479,1648,360,383,2904,3334,374,1923,292,1123,722,1320,588,952,,630,,1531,1517,1947,536,1278,1082
28/01/2020 16:00,2710,1835,353,464,1870,3538,515,2025,509,1323,854,1382,901,1237,,893,,1609,1999,2168,538,1449,1259
28/01/2020 17:00,3139,2164,431,441,2354,3669,383,1118,623,1644,1298,1644,1206,1475,,1226,,2067,2152,2386,1193,1941,2063
28/01/2020 18:00,2268,1922,354,428,2378,3154,275,1075,534,1351,1280,1383,840,1320,,950,,1769,1924,2004,1102,1639,1506
28/01/2020 19:00,1507,1369,184,312,3965,2832,30,1423,341,840,1263,982,482,1062,,573,,1042,1449,1062,963,980,892
28/01/2020 20:00,919,1034,95,225,3570,2438,3,1317,278,605,950,706,275,904,,416,,587,1014,605,1024,789,565
28/01/2020 21:00,640,735,74,180,3352,1747,32,1779,179,532,704,464,209,788,,402,,411,1160,454,556,611,409
28/01/2020 22:00,579,610,30,102,3535,1285,91,1938,172,507,648,326,174,795,,257,,246,1228,385,487,498,293
28/01/2020 23:00,323,388,26,83,2215,950,66,1457,182,268,2261,214,114,851,,148,,189,762,309,275,310,195
29/01/2020 00:00,162,180,12,39,1741,552,14,1115,111,94,2214,81,55,670,,56,,117,401,221,74,103,87
29/01/2020 01:00,72,60,9,14,942,294,5,561,79,73,2306,37,13,435,,28,,64,501,143,48,72,27
29/01/2020 02:00,83,54,10,13,1079,144,6,595,62,34,2212,46,5,346,,11,,19,114,94,16,25,10
29/01/2020 03:00,65,48,5,50,398,84,7,177,57,44,1644,34,18,298,,14,,17,114,160,28,27,14
29/01/2020 04:00,55,42,4,2,86,59,8,88,51,40,545,25,21,269,,23,,25,100,91,17,17,24
29/01/2020 05:00,105,96,22,32,460,365,5,147,70,70,1241,44,31,307,,29,,20,141,64,28,61,51
29/01/2020 06:00,354,488,30,42,1201,1112,21,1521,182,251,1865,140,160,706,,126,,130,504,248,336,298,270
29/01/2020 07:00,667,885,76,99,4049,2560,96,2145,9,594,2003,304,382,759,,351,,390,980,681,698,585,799
29/01/2020 08:00,1645,1675,218,254,3673,3339,243,2142,117,1116,2353,817,816,1142,,714,,874,1632,1713,1664,1458,1935
29/01/2020 09:00,1549,1348,185,299,3365,3347,357,1881,320,1058,863,818,589,1126,,647,,1259,1458,1288,927,1127,1320
29/01/2020 10:00,1823,1302,199,181,3213,2548,77,1740,402,845,588,904,431,860,,495,,1188,1262,1239,678,812,864
29/01/2020 11:00,2202,1331,255,276,2824,2756,259,1831,371,830,612,940,444,880,,500,,1408,1403,1690,562,949,811
29/01/2020 12:00,2793,1775,451,376,2795,2997,135,1383,308,1078,1030,1230,656,970,,686,,1807,1523,2396,490,1265,1161
29/01/2020 13:00,3374,1994,583,528,3103,3259,326,1328,244,1376,1453,1460,926,1017,,881,,1843,2024,3281,747,1509,1345
29/01/2020 14:00,2705,1474,393,419,2480,3401,1673,1032,195,1082,941,1318,686,878,,554,,1466,1781,2352,367,1269,1131
29/01/2020 15:00,2710,1659,341,355,2545,3337,292,1253,294,1146,740,1161,701,968,,647,,1293,1602,2140,510,1254,1062
29/01/2020 16:00,3055,1935,383,381,2088,3438,137,1469,389,1403,1014,1396,926,1185,,811,,1446,1909,2192,527,1513,1399
29/01/2020 17:00,3375,2248,490,499,2166,3544,64,1680,307,1688,1375,1503,1357,1448,,1155,,3016,2479,2769,939,1967,1984
29/01/2020 18:00,2753,1857,421,257,3289,3517,45,1733,122,1393,1278,1302,1021,1210,,986,,1560,1911,2185,1178,1597,1656
29/01/2020 19:00,1782,1450,241,0,3949,3158,43,1707,66,1033,883,1062,611,1105,,661,,1379,1487,1316,843,1131,1002
29/01/2020 20:00,1117,1038,125,4,2611,2599,10,1811,198,679,636,882,394,916,,539,,1130,1161,787,634,919,681
29/01/2020 21:00,789,759,74,262,2899,2160,71,1641,185,580,455,525,288,795,,425,,522,1036,624,456,699,440
29/01/2020 22:00,677,626,52,170,3562,1773,101,1483,137,553,879,418,259,877,,256,,151,1132,535,666,532,393
29/01/2020 23:00,449,458,33,107,3084,1018,97,1300,175,320,1794,203,214,906,,207,,89,928,403,255,331,254
30/01/2020 00:00,186,154,12,61,1471,536,34,669,179,183,1589,105,93,654,,93,,131,353,294,99,115,151
30/01/2020 01:00,105,64,6,25,1443,306,19,506,109,100,2151,74,42,492,,32,,58,204,277,39,73,64
30/01/2020 02:00,154,172,4,21,1444,231,15,340,85,96,2107,75,52,473,,24,,83,221,287,56,69,51
30/01/2020 03:00,100,48,6,9,392,228,13,153,88,73,1524,53,24,507,,24,,29,178,229,28,60,22
30/01/2020 04:00,76,63,8,11,451,207,13,239,55,50,849,29,19,389,,17,,14,117,117,26,30,20
30/01/2020 05:00,105,126,29,20,571,169,29,208,80,77,758,57,42,335,,37,,8,166,86,47,54,64
30/01/2020 06:00,391,517,42,49,1064,1156,58,1227,189,271,1198,162,166,700,,157,,119,529,265,321,326,244
30/01/2020 07:00,714,970,97,88,3389,2328,174,2140,65,535,1703,355,384,788,,316,,376,935,711,653,603,810
30/01/2020 08:00,1594,1594,200,255,3575,3045,282,2113,320,1116,1656,876,874,1120,,700,,998,1636,1679,1488,1421,1880
30/01/2020 09:00,1603,1371,163,273,2276,2895,248,1549,113,1031,863,825,624,1149,,601,,889,1490,1151,786,1194,1322
30/01/2020 10:00,1852,1344,156,248,3393,2724,278,1998,74,849,617,942,447,956,,492,,1246,1326,1247,264,885,910
30/01/2020 11:00,2150,1422,186,337,2775,3072,359,1894,95,947,714,1016,511,927,,536,,1224,1367,1706,123,1055,881
30/01/2020 12:00,2910,1777,425,408,2854,3325,222,1654,138,1178,1078,1456,781,1013,,794,,1165,1590,2506,131,1501,1287
30/01/2020 13:00,3240,2018,577,547,2820,3465,186,1551,145,1388,1413,1540,933,1027,,806,,1969,1708,3068,147,1572,1434
30/01/2020 14:00,2730,1396,314,350,2891,3391,207,1550,96,1079,869,1195,713,968,,607,,1531,1579,2151,124,1307,1045
30/01/2020 15:00,2781,1706,279,334,2743,3426,118,1529,50,1078,773,1272,705,947,,622,,1553,1625,1896,128,1446,1107
30/01/2020 16:00,3124,1969,324,363,1908,3660,333,1632,108,1239,1031,1330,980,1226,,749,,2124,1598,2156,381,1562,1395
30/01/2020 17:00,3543,2159,400,431,1524,3618,174,1791,594,1591,1405,1518,1414,1426,,1155,,2337,1864,2715,1258,1921,2122
30/01/2020 18:00,2836,1939,396,415,2066,3658,103,1678,472,1333,1448,1401,1039,1268,,996,,2680,2017,2537,1371,1558,1711
30/01/2020 19:00,2171,1489,268,335,3409,3654,56,1741,358,964,992,1036,637,1103,,710,,1540,1495,1822,942,1167,1017
30/01/2020 20:00,1498,1161,150,279,3595,2930,76,1597,292,852,752,782,469,1020,,556,,133,1301,1128,780,970,704
30/01/2020 21:00,979,978,79,187,3423,2488,166,1641,281,691,584,549,310,963,,421,,210,1225,875,582,790,624
30/01/2020 22:00,773,747,72,135,3658,1951,108,1880,208,664,438,400,332,949,,302,,322,1219,717,740,591,469
30/01/2020 23:00,496,493,36,74,2934,1459,77,1573,203,435,1666,206,317,944,,251,,260,1100,642,315,582,377
31/01/2020 00:00,283,286,31,45,1750,697,50,1017,161,162,1433,109,137,833,,150,,188,645,422,77,184,161
31/01/2020 01:00,157,89,6,31,2257,319,39,839,227,144,1616,79,37,792,,58,,76,327,304,41,105,69
31/01/2020 02:00,189,150,7,20,1305,419,21,544,138,124,1693,55,63,642,,53,,89,348,376,30,81,77
31/01/2020 03:00,187,87,17,22,977,364,26,353,112,114,1201,41,30,631,,57,,92,255,363,42,60,38
31/01/2020 04:00,76,52,6,15,568,177,15,337,86,54,884,16,22,484,,34,,51,258,156,22,29,22
31/01/2020 05:00,93,115,22,17,288,118,25,145,68,67,731,48,34,343,,26,,36,120,81,37,50,50
31/01/2020 06:00,367,500,39,40,1593,1020,37,1387,100,284,1485,148,151,592,,131,,313,531,231,222,292,250
31/01/2020 07:00,694,852,65,78,2282,2201,75,1979,0,537,2061,341,356,693,,295,,588,796,569,584,598,689
31/01/2020 08:00,1558,1589,172,193,2841,3212,115,1591,35,1049,1722,785,787,1047,,680,,782,1515,1585,1417,1349,1714
31/01/2020 09:00,1544,1380,163,278,2710,3127,131,1185,287,1029,823,772,574,964,,559,,1107,1439,1304,847,1059,1269
31/01/2020 10:00,1842,1421,158,224,2489,2958,111,353,163,865,597,960,455,841,,456,,1308,1349,1579,525,924,896
31/01/2020 11:00,2242,1482,329,324,2674,3118,125,1318,149,954,670,1038,547,884,,525,,1180,1612,1911,646,1134,925
31/01/2020 12:00,3016,1970,412,430,1822,3543,37,1221,65,1239,1094,1518,809,1160,,793,,1598,2077,2482,639,1537,1332
31/01/2020 13:00,3504,2193,604,538,2771,3803,111,1290,89,1569,707,1560,1132,1320,,976,,2102,1970,3046,664,1790,1666
31/01/2020 14:00,3197,1979,529,421,2258,3680,156,1534,282,1396,1002,1381,845,1140,,789,,2991,1849,2433,834,1598,1336
31/01/2020 15:00,3338,2014,406,341,1763,3493,178,1380,249,1372,914,1396,894,1257,,763,,2577,1985,2302,887,1546,1350
31/01/2020 16:00,3672,2376,499,404,1757,4118,150,1210,116,1429,1235,1480,1135,1554,,1024,,1809,2074,2737,1202,1771,1636
31/01/2020 17:00,3763,2398,510,465,1534,4001,62,1256,489,1653,1366,1644,1324,1609,,1188,,1533,2043,2933,1116,1956,2071
31/01/2020 18:00,2804,2129,431,461,1926,3865,148,846,295,1424,1175,1347,996,1304,,900,,1364,1260,2275,1028,1635,1831
31/01/2020 19:00,2100,1643,254,412,2590,3602,293,1193,299,1097,1065,1176,648,1204,,707,,1356,1606,1537,1021,1346,1138
31/01/2020 20:00,1579,1346,111,327,3080,3255,892,1529,255,956,1146,902,474,1109,,484,,1314,1333,1058,816,1154,838
31/01/2020 21:00,1074,1078,74,312,3717,2584,1035,1419,254,772,1126,702,321,949,,456,,855,1255,886,593,942,627
31/01/2020 22:00,914,976,61,240,3086,2223,722,1366,250,824,386,480,385,1038,,414,,1119,1380,784,640,761,526
31/01/2020 23:00,860,976,38,142,3399,2064,198,1118,202,791,330,404,357,1037,,391,,938,1432,861,466,752,537
01/02/2020 00:00,459,568,17,122,2017,1216,123,1049,155,513,578,281,252,1016,,296,,633,1269,246,299,434,363
01/02/2020 01:00,359,317,13,71,1716,806,59,195,1,460,3264,140,202,980,,188,,609,1282,585,222,325,243
01/02/2020 02:00,340,287,12,48,2747,622,46,460,39,342,2847,119,126,1141,,130,,410,838,441,102,265,193
01/02/2020 03:00,328,175,9,47,1965,635,54,1100,207,279,2007,117,84,1057,,80,,439,823,488,111,173,125
01/02/2020 04:00,122,81,4,57,984,314,15,326,115,85,2351,72,28,777,,32,,66,227,256,87,64,42
01/02/2020 05:00,125,71,5,13,639,187,13,178,61,69,1685,59,46,475,,23,,36,188,161,35,45,42
01/02/2020 06:00,188,215,18,38,1034,428,19,606,69,142,2261,82,48,474,,34,,65,329,134,103,211,90
01/02/2020 07:00,278,388,15,34,1361,1012,56,1033,79,184,1884,145,90,501,,74,,91,414,183,126,200,148
01/02/2020 08:00,590,478,32,41,2294,1430,81,1233,167,268,2774,281,124,625,,126,,303,544,352,265,349,313
01/02/2020 09:00,1037,849,88,117,3641,1774,36,1763,209,454,417,482,220,692,,232,,522,1005,716,453,625,628
01/02/2020 10:00,1853,1146,168,278,3360,2031,45,1728,229,705,580,739,353,786,,379,,892,1151,1417,378,786,777
01/02/2020 11:00,2246,1394,292,339,2406,3100,332,1626,222,889,609,878,490,818,,490,,1071,1706,1942,458,1237,1083
01/02/2020 12:00,2410,1445,289,326,2788,3052,158,1820,246,1081,652,1121,570,933,,408,,1431,1845,2249,644,1263,1048
01/02/2020 13:00,3003,1790,531,423,3144,3688,135,1746,235,1361,740,1106,698,1067,,680,,1618,2238,1804,1012,1488,1239
01/02/2020 14:00,3408,1721,563,526,3442,3866,199,1722,301,1391,753,1324,874,1250,,668,,1741,2004,2557,573,1635,1311
01/02/2020 15:00,3292,1758,558,499,2904,3863,225,1829,316,1488,815,1393,873,1306,,672,,1754,2226,2906,778,1600,1236
01/02/2020 16:00,3179,1885,530,491,3363,3784,167,1820,345,1492,778,1374,790,1461,,746,,1739,2230,3075,543,1553,1106
01/02/2020 17:00,2858,1818,454,427,3261,4060,173,1763,356,1216,943,1329,556,1371,,673,,1772,2057,2546,802,1481,1045
01/02/2020 18:00,2277,1578,361,387,2998,3887,201,1814,308,1259,909,1212,548,1317,,616,,1316,2042,1907,711,1281,781
01/02/2020 19:00,1796,1669,219,357,2568,3311,259,1724,304,1306,946,1209,702,1219,,619,,981,1919,1492,926,1248,950
01/02/2020 20:00,1374,1407,118,325,2747,3182,191,1904,320,1096,700,914,493,1173,,579,,753,1438,1311,924,1037,700
01/02/2020 21:00,1156,1140,75,255,3345,2432,581,1756,269,946,992,673,365,1101,,483,,588,1411,1108,715,938,575
01/02/2020 22:00,1032,1018,45,225,2861,2071,958,2009,294,1092,1019,527,398,1129,,468,,652,1552,1083,735,878,518
01/02/2020 23:00,855,922,49,191,3500,1790,1007,1770,229,975,873,422,401,1167,,503,,722,1474,1179,598,839,573
02/02/2020 00:00,554,563,11,139,1960,1413,157,1455,215,773,601,240,284,1084,,398,,583,1270,950,325,639,393
02/02/2020 01:00,349,390,7,118,1841,969,13,2040,145,787,1672,196,284,718,,236,,371,1210,747,229,439,322
02/02/2020 02:00,459,389,9,73,1873,896,8,1775,129,727,2565,163,328,660,,220,,392,1139,679,225,404,245
02/02/2020 03:00,524,391,11,77,1849,958,5,1326,153,696,2399,150,180,660,,211,,304,1340,820,132,413,260
02/02/2020 04:00,190,101,4,38,1061,428,6,527,78,239,2044,73,92,719,,65,,53,403,351,95,104,56
02/02/2020 05:00,91,53,7,14,336,161,4,283,84,94,2368,50,26,453,,34,,40,181,174,143,26,35
02/02/2020 06:00,165,119,9,17,291,238,14,210,67,96,2072,62,24,373,,43,,44,232,131,55,132,41
02/02/2020 07:00,181,160,15,18,709,382,22,515,54,76,2019,101,61,376,,61,,53,381,117,55,84,72
02/02/2020 08:00,297,291,18,21,1146,668,25,1001,55,121,2463,190,108,451,,87,,60,367,183,191,208,141
02/02/2020 09:00,599,509,62,66,2234,1092,197,1369,71,307,2452,300,146,530,,141,,161,619,432,306,306,347
02/02/2020 10:00,1155,874,146,168,2208,1273,82,1518,106,490,1991,540,272,758,,253,,329,1099,966,431,601,506
02/02/2020 11:00,1843,1101,335,231,2704,2476,7,1597,114,736,1635,799,403,830,,362,,661,1760,1748,1012,755,737
02/02/2020 12:00,2257,1286,456,299,3060,2604,352,1580,171,1025,1272,970,475,969,,498,,973,1624,2520,1046,1088,874
02/02/2020 13:00,2572,1318,545,280,2914,3389,128,1789,196,1082,1528,1185,541,1120,,594,,1282,1732,2670,844,1192,854
02/02/2020 14:00,2873,1258,523,344,3108,3609,82,1766,169,1149,1715,1118,529,1210,,459,,1322,1882,2758,1107,1113,830
02/02/2020 15:00,2715,1372,525,379,2846,3882,135,1547,185,1159,1835,1149,543,1154,,453,,1441,1918,2772,903,1149,868
02/02/2020 16:00,2684,1499,479,366,3127,3800,70,1571,188,997,1369,1279,541,1087,,548,,1355,1846,2667,606,1170,769
02/02/2020 17:00,1969,1192,248,304,3303,3116,130,1738,131,927,1104,1180,368,912,,371,,1088,1746,2027,942,1069,579
02/02/2020 18:00,1628,1142,235,274,3087,2717,98,1592,150,827,826,1103,382,943,,418,,826,1558,1268,551,941,573
02/02/2020 19:00,1295,1098,103,231,2455,2342,90,1415,103,614,823,910,297,835,,358,,476,1340,736,99,619,452
02/02/2020 20:00,910,899,76,195,2930,1732,90,1370,94,577,760,651,239,762,,312,,500,1101,523,528,581,311
02/02/2020 21:00,669,677,39,137,2664,1402,51,1534,103,405,562,414,166,756,,181,,299,796,384,830,423,196
02/02/2020 22:00,615,515,32,98,2721,1167,50,1743,136,453,589,414,186,777,,187,,247,799,333,317,362,204
02/02/2020 23:00,412,308,19,72,2829,763,48,1409,109,296,1457,255,111,729,,120,,141,753,261,122,258,152
03/02/2020 00:00,201,157,9,40,1727,562,16,411,75,132,1643,110,32,561,,48,,109,431,150,45,76,51
03/02/2020 01:00,106,89,4,15,1107,175,16,422,66,80,1403,55,13,393,,28,,59,225,114,39,55,26
03/02/2020 02:00,105,36,2,19,865,313,13,164,48,62,1840,42,11,371,,6,,25,161,105,89,20,12
03/02/2020 03:00,146,107,2,12,849,242,9,199,24,153,1016,129,65,301,,46,,12,292,239,41,46,35
03/02/2020 04:00,118,88,6,6,352,188,8,167,60,103,779,54,31,335,,38,,9,186,178,31,39,27
03/02/2020 05:00,95,112,12,12,765,189,18,235,56,63,1650,63,21,459,,18,,9,102,73,46,39,39
03/02/2020 06:00,322,489,34,37,1773,1118,51,1360,211,231,2086,172,143,727,,111,,73,495,226,206,276,237
03/02/2020 07:00,638,834,49,66,3579,2582,139,2124,317,558,2329,348,302,779,,279,,145,703,544,609,608,721
03/02/2020 08:00,1260,1520,98,225,3118,3224,163,1818,242,999,2111,834,678,1059,,646,,433,1265,1463,1363,1356,1829
03/02/2020 09:00,1220,1339,114,244,3403,3427,145,1348,23,1043,811,801,495,1065,,541,,497,1285,977,784,1094,1263
03/02/2020 10:00,1550,1370,156,206,3129,3215,99,2103,60,851,573,915,371,855,,429,,582,1180,1114,619,882,796
03/02/2020 11:00,1894,1433,223,233,2309,3240,184,1796,71,865,588,1005,421,852,,568,,1188,1391,1652,734,1080,873
03/02/2020 12:00,2535,1774,401,433,3398,3795,259,1850,146,802,994,1370,646,979,,679,,1436,1830,2376,694,1278,1102
03/02/2020 13:00,2945,2203,527,445,3129,3938,417,1773,196,610,1379,1485,999,1075,,950,,1740,2059,3246,880,1569,1405
03/02/2020 14:00,2346,1674,346,284,3387,4026,191,1977,76,595,805,1280,588,946,,601,,2038,1600,1879,636,1350,1035
03/02/2020 15:00,2459,1678,349,351,2840,3702,203,1577,199,796,721,1273,626,1018,,561,,2319,1802,1872,521,1373,1124
03/02/2020 16:00,2537,1750,367,378,2578,3962,87,1643,414,1309,963,1352,768,1204,,705,,2569,1849,2047,781,1580,1310
03/02/2020 17:00,2765,2122,410,427,2543,3676,56,2105,468,1540,1346,1662,1057,1417,,974,,2763,2242,2397,1183,1912,1879
03/02/2020 18:00,2156,1675,329,403,3333,4300,138,1941,376,1218,1480,1495,709,1195,,748,,2429,1797,1415,934,1474,1420
03/02/2020 19:00,1254,1213,133,260,3405,3420,105,1896,322,715,993,1009,411,1033,,483,,1588,1422,918,837,969,735
03/02/2020 20:00,896,905,66,191,2830,2658,81,1803,254,514,591,721,227,899,,335,,1333,1208,515,746,666,438
03/02/2020 21:00,694,709,58,117,3720,2009,71,1935,229,465,551,474,189,786,,280,,1175,1123,546,666,566,408
03/02/2020 22:00,431,560,36,93,3202,1724,61,1846,177,401,626,288,203,811,,216,,838,880,440,396,414,346
03/02/2020 23:00,252,335,20,60,2385,1113,64,1252,184,253,789,176,167,777,,154,,682,723,350,300,283,218
04/02/2020 00:00,113,141,9,21,1225,621,14,668,122,131,1857,96,19,508,,62,,163,402,247,121,55,93
04/02/2020 01:00,90,54,12,14,1419,191,6,596,58,93,3548,45,8,378,,29,,99,209,195,195,44,46
04/02/2020 02:00,112,121,2,6,1549,235,7,713,41,73,3212,42,48,358,,42,,93,191,370,36,54,52
04/02/2020 03:00,98,70,2,19,548,203,8,320,58,95,2712,38,58,358,,23,,175,218,213,43,63,45
04/02/2020 04:00,42,45,1,9,562,107,10,313,49,39,2650,30,11,325,,9,,94,71,53,32,16,14
04/02/2020 05:00,70,94,13,1,666,171,14,242,67,75,1519,50,21,263,,28,,120,134,50,21,55,40
04/02/2020 06:00,286,458,28,30,1690,1066,35,1295,184,252,1721,158,139,624,,122,,867,525,205,203,302,287
04/02/2020 07:00,608,898,55,57,4497,2920,170,2528,5,580,2722,320,339,756,,288,,1413,864,669,583,634,752
04/02/2020 08:00,1443,1646,156,208,3659,3801,243,2211,181,1098,2175,774,723,1127,,656,,2003,1406,1535,1387,1359,1906
04/02/2020 09:00,1465,1306,144,245,2287,3791,113,2121,211,970,812,749,553,1147,,578,,1832,1356,1070,736,1128,1270
04/02/2020 10:00,1889,1319,180,206,2427,3003,99,1768,199,891,738,873,370,863,,529,,1515,1181,1062,510,833,799
04/02/2020 11:00,2174,1398,299,220,3255,3341,141,2153,392,916,618,1045,485,895,,536,,1482,1443,1659,326,1014,812
04/02/2020 12:00,2841,1843,533,452,3199,3727,120,2048,515,1155,687,1305,686,1107,,745,,1819,1529,2301,413,1283,1149
04/02/2020 13:00,3415,1993,675,415,3189,4089,260,1949,475,1435,1266,1430,1024,1108,,800,,2306,1876,3088,455,1583,1525
04/02/2020 14:00,2842,1551,521,310,3604,4126,152,1802,314,1152,806,1252,683,1011,,688,,2488,1601,1831,460,1333,1075
04/02/2020 15:00,2922,1731,350,290,2103,4134,174,1905,295,1276,760,1306,673,1103,,660,,2288,1892,2105,517,1307,1076
04/02/2020 16:00,3003,1826,463,397,1765,4028,47,1793,495,1424,985,1386,949,1322,,895,,3043,1745,2380,695,1665,1409
04/02/2020 17:00,3221,2220,597,547,2346,3595,43,1361,529,1779,1395,1583,1242,1643,,1289,,3122,2068,2777,1318,2029,2019
04/02/2020 18:00,2614,1880,450,402,3397,3048,140,1109,376,1395,1868,1413,937,1424,,1073,,2915,1923,2140,1187,1716,1560
04/02/2020 19:00,1605,1330,226,348,3545,2929,242,1380,275,955,1253,1110,487,1132,,634,,2145,1655,1239,779,1017,887
04/02/2020 20:00,997,1141,100,239,3695,2233,114,1656,137,681,860,806,287,919,,437,,1638,1281,743,561,814,587
04/02/2020 21:00,743,750,74,204,3542,1879,150,1631,182,586,580,536,196,820,,340,,1215,1247,619,378,663,450
04/02/2020 22:00,584,590,41,121,3607,1682,201,842,212,468,490,320,194,769,,229,,1015,912,377,312,467,305
04/02/2020 23:00,328,389,17,89,2737,1163,201,685,174,318,520,205,144,929,,150,,981,656,328,180,314,225
05/02/2020 00:00,182,153,9,45,1504,506,82,532,132,177,1564,108,70,628,,73,,391,377,222,45,108,65
05/02/2020 01:00,125,66,15,18,1137,291,15,467,80,103,2630,28,15,423,,21,,158,267,142,27,62,27
05/02/2020 02:00,89,131,3,6,691,150,11,0,60,76,2726,35,18,344,,19,,43,154,143,61,21,41
05/02/2020 03:00,57,54,5,4,335,97,21,16,61,61,2426,22,5,385,,23,,104,101,169,5,25,11
05/02/2020 04:00,59,57,5,4,201,116,18,14,50,38,2314,27,20,288,,27,,152,77,116,52,18,19
05/02/2020 05:00,90,130,16,13,618,190,21,50,64,61,2115,57,28,357,,38,,201,174,80,17,57,42
05/02/2020 06:00,289,514,34,38,1865,1302,71,405,231,263,790,159,146,731,,133,,199,581,265,235,341,266
05/02/2020 07:00,640,711,61,95,4202,2760,258,771,317,532,2694,353,282,840,,305,,941,997,631,628,606,745
05/02/2020 08:00,1453,1721,151,264,4060,3748,256,1182,307,1072,2507,903,690,1224,,690,,1734,1614,1475,1470,1451,1916
05/02/2020 09:00,1456,1511,167,257,3366,4030,136,1124,441,1070,854,894,571,1082,,602,,1374,1451,1235,962,1203,1334
05/02/2020 10:00,1998,1623,234,283,3248,3589,117,819,314,988,661,977,491,944,,578,,1315,1401,1339,775,868,935
05/02/2020 11:00,2718,1881,309,314,3304,3764,184,808,227,904,679,1385,476,1050,,614,,1452,1710,1750,473,979,901
05/02/2020 12:00,2842,2442,585,532,3904,3872,220,1192,380,1239,1050,1373,871,1118,235,939,,2266,1808,2661,321,1414,1355
05/02/2020 13:00,3572,2137,703,572,3172,4140,342,1149,662,1706,1380,1556,1202,1215,212,1022,,2481,1914,3490,453,1594,1671
05/02/2020 14:00,3034,1829,512,356,1770,3928,243,854,87,1345,910,1430,1259,1254,74,1066,,1745,1932,2491,558,1505,1321
05/02/2020 15:00,3043,1732,431,299,2166,3759,150,770,291,1224,780,1274,704,1171,0,717,,1970,2108,2178,483,1546,1172
05/02/2020 16:00,3184,1924,458,480,1335,3955,232,924,512,1568,1022,1355,935,1334,0,981,,2205,2055,2404,926,1718,1461
05/02/2020 17:00,3477,2309,570,553,2286,3816,265,1242,577,1803,1428,1611,1386,1650,0,1307,,2515,2149,2899,947,2031,2110
05/02/2020 18:00,2660,1948,458,537,3409,4346,232,880,477,1373,2025,1450,976,1412,0,1031,,2137,1948,1982,1269,1651,1555
05/02/2020 19:00,1712,1321,257,390,3883,3790,78,611,262,1025,1808,1101,527,1191,0,759,,1483,1587,1171,790,1150,985
05/02/2020 20:00,1192,1148,133,269,3598,2568,1954,527,227,774,1279,760,349,1005,0,489,,977,1369,817,613,898,607
05/02/2020 21:00,894,793,86,212,3496,1495,1600,495,171,674,754,537,246,952,0,449,,693,1198,616,466,694,501
05/02/2020 22:00,698,630,69,141,3262,1047,202,395,142,559,630,440,268,936,0,251,,572,1138,475,300,540,366
05/02/2020 23:00,469,381,36,105,2512,799,75,319,169,343,888,249,195,947,0,208,,288,700,450,112,333,289
06/02/2020 00:00,199,146,11,48,1855,306,71,224,151,173,2565,105,78,751,2,93,,111,507,240,46,108,105
06/02/2020 01:00,97,99,8,16,1369,99,22,206,116,96,2861,48,34,570,0,29,,88,374,225,83,79,39
06/02/2020 02:00,101,64,9,8,1119,55,53,116,62,115,1827,70,21,472,0,26,,46,165,217,41,37,30
06/02/2020 03:00,115,46,8,19,627,135,38,33,79,103,2664,38,13,523,0,20,,70,205,207,94,39,20
06/02/2020 04:00,70,43,6,3,407,58,7,42,67,56,2206,27,15,383,0,14,,24,150,98,13,35,20
06/02/2020 05:00,107,99,9,11,667,217,24,51,66,87,1095,61,35,340,0,20,,21,256,79,54,49,45
06/02/2020 06:00,317,543,46,30,2999,1009,53,615,215,297,2235,185,133,702,0,147,,84,557,260,301,353,266
06/02/2020 07:00,643,965,65,72,3595,2788,221,722,324,564,2455,358,337,821,0,346,,185,954,667,680,657,755
