Date and Time,OConnell St Outside Pennys ,OConnell St Outside Clerys ,Mary Street,Capel Street,Aston Quay,Grafton Street at CompuB,Talbot Street North,Doilier Street Burgh Quay,Dawson Street Replacement,Dame Street,Talbot Street South,OConnell St Parnell St at AIB,Grafton Street - Nassau Street - Suffolk Street,College Green Bank Of Ireland,Henry Street,Westmoreland Street East,Dawson Street,Liffey Street,Westmoreland Street West,Grafton Street,Bachelors Walk,College Green at Church Lane,College Green - Dame St Side
04/07/2020 07:00,122,156,,21,207,279,64,235,54,86,69,86,33,215,399,37,,40,147,,3,76,69
04/07/2020 08:00,175,209,,56,308,471,81,266,54,114,59,118,55,239,526,44,,74,244,,6,150,137
04/07/2020 09:00,537,333,,121,281,536,307,560,66,144,65,261,78,257,1429,87,,212,415,,36,186,177
04/07/2020 10:00,887,503,,190,422,731,291,678,70,254,30,416,115,304,2423,112,,400,576,,24,243,279
04/07/2020 11:00,1254,599,,248,771,1068,161,908,136,374,16,563,152,341,2788,119,,499,791,,78,364,298
04/07/2020 12:00,1420,725,,349,595,1234,137,1103,151,422,35,745,257,392,3149,190,,672,988,,14,437,391
04/07/2020 13:00,1730,990,,452,826,1706,124,952,162,574,58,825,329,446,4137,234,,869,1282,,12,551,490
04/07/2020 14:00,1966,1045,,450,895,1983,133,1140,199,674,50,818,353,526,4276,314,,1052,1457,,27,604,534
04/07/2020 15:00,2042,1097,,446,1049,2128,48,1096,205,766,47,861,372,546,3859,358,,1113,1427,,24,693,520
04/07/2020 16:00,1934,1100,,446,997,2350,68,1162,235,680,52,873,389,581,3596,356,,1117,1318,,33,640,533
04/07/2020 17:00,1719,913,,391,741,1672,89,1136,195,560,139,871,390,559,2958,347,,677,1424,,52,662,475
04/07/2020 18:00,1334,832,,323,776,1500,9,1030,163,465,100,827,269,523,2490,314,,526,1172,,75,546,410
04/07/2020 19:00,879,629,,231,719,1321,30,862,177,440,97,700,205,527,2002,208,,514,1002,,55,457,305
04/07/2020 20:00,639,531,,213,598,1187,95,1064,63,296,88,481,126,391,1383,153,,323,696,,25,424,222
04/07/2020 21:00,407,421,,145,445,881,112,748,29,252,44,363,95,390,1087,102,,228,550,,16,365,180
04/07/2020 22:00,363,376,,101,501,757,843,801,86,236,83,220,78,389,997,104,,280,556,,15,291,145
04/07/2020 23:00,263,277,,64,372,393,1198,691,64,256,76,229,95,291,499,73,,266,465,,29,262,117
05/07/2020 00:00,156,161,,33,234,266,413,215,33,184,25,141,63,141,261,64,,76,300,,20,164,99
05/07/2020 01:00,116,81,,16,211,75,81,391,33,146,17,90,38,115,110,34,,29,252,,14,100,33
05/07/2020 02:00,38,30,,22,62,31,122,134,24,25,22,32,11,186,36,17,,14,50,,8,28,18
05/07/2020 03:00,21,14,,5,22,13,17,42,9,24,46,25,4,71,43,14,,6,37,,4,16,13
05/07/2020 04:00,13,13,,6,17,17,14,63,9,17,21,15,2,65,31,146,,4,43,,3,7,3
05/07/2020 05:00,17,10,,4,26,33,2,68,6,9,62,16,5,73,34,47,,5,34,,1,8,6
05/07/2020 06:00,41,48,,7,29,23,3,46,13,17,150,23,12,93,38,35,,5,40,,0,24,21
05/07/2020 07:00,64,86,,14,132,90,26,91,19,36,139,62,16,82,157,31,,19,105,,5,52,32
05/07/2020 08:00,137,120,,28,168,190,121,248,37,74,88,63,36,120,299,50,,46,188,,8,79,68
05/07/2020 09:00,250,181,,66,406,242,86,577,49,157,86,156,47,164,1061,79,,119,253,,2,138,100
05/07/2020 10:00,461,303,,154,332,511,94,700,46,185,75,278,89,197,1900,80,,415,337,,13,145,167
05/07/2020 11:00,776,434,,184,520,875,165,840,94,273,109,405,129,204,2264,155,,384,611,,115,241,238
05/07/2020 12:00,982,491,,256,672,1010,175,943,109,341,115,555,150,297,2778,178,,516,742,,189,308,267
05/07/2020 13:00,1133,578,,357,796,1035,155,1014,131,445,59,630,220,373,2969,212,,582,920,,244,388,323
05/07/2020 14:00,1285,640,,262,653,1113,183,1041,150,493,59,635,321,468,4028,236,,682,978,,289,481,410
05/07/2020 15:00,1145,650,,208,757,1120,126,1177,91,536,87,681,216,389,3917,217,,779,1094,,140,462,344
05/07/2020 16:00,1029,599,,183,747,1029,40,1062,73,515,86,632,166,405,3419,199,,727,1151,,98,406,269
05/07/2020 17:00,909,540,,174,835,1096,87,1259,113,380,90,614,114,354,2840,158,,600,983,,33,387,249
05/07/2020 18:00,641,575,,240,959,1091,148,1087,113,346,153,590,129,395,2400,160,,414,891,,37,399,249
05/07/2020 19:00,509,476,,216,837,1003,133,917,115,190,80,433,112,351,1832,152,,261,715,,22,264,184
05/07/2020 20:00,295,413,,167,747,816,128,1028,74,225,99,368,66,348,1063,137,,152,535,,17,201,122
05/07/2020 21:00,243,323,,165,541,622,196,834,75,160,61,287,52,336,887,74,,100,414,,16,193,101
05/07/2020 22:00,188,198,,203,505,835,147,791,84,128,125,143,66,334,632,98,,75,337,,27,192,89
05/07/2020 23:00,120,158,,177,277,752,259,812,67,74,109,100,28,327,746,54,,108,295,,27,111,54
06/07/2020 00:00,58,63,,77,102,53,79,378,16,35,100,102,19,183,263,27,,16,83,,101,44,33
06/07/2020 01:00,16,16,,148,66,29,14,321,14,27,219,11,6,119,189,25,,16,38,,34,13,13
06/07/2020 02:00,19,22,,146,67,148,5,219,6,16,130,11,1,57,377,2,,13,21,,7,1,0
06/07/2020 03:00,9,11,,72,25,170,11,82,2,8,63,23,1,42,54,5,,7,21,,2,8,5
06/07/2020 04:00,12,14,,2,19,15,2,90,6,3,40,11,2,49,38,7,,4,21,,1,12,9
06/07/2020 05:00,39,51,,11,37,60,13,148,13,18,72,23,21,78,191,23,,1,65,,18,28,34
06/07/2020 06:00,136,257,,36,429,372,52,463,131,130,74,87,63,271,576,113,,35,278,,30,155,147
06/07/2020 07:00,252,329,,65,765,697,79,734,178,173,171,151,105,328,664,117,,56,372,,40,193,215
06/07/2020 08:00,520,435,,102,553,856,84,929,146,245,150,261,187,429,1387,163,,124,474,,59,266,393
06/07/2020 09:00,722,436,,120,567,782,79,668,191,284,31,335,153,314,1971,178,,206,394,,43,242,316
06/07/2020 10:00,930,602,,208,621,1021,65,663,142,318,51,545,161,270,2742,233,,269,529,,35,277,281
06/07/2020 11:00,1180,713,,260,868,1503,182,806,187,384,32,586,171,319,3093,242,,16,598,,38,355,337
06/07/2020 12:00,1380,835,,310,1008,1637,355,959,203,478,41,710,249,408,3147,310,,25,764,,37,422,366
06/07/2020 13:00,1697,985,,390,814,1967,196,956,273,619,88,731,368,435,3457,373,,84,959,,98,497,501
06/07/2020 14:00,1788,809,,373,1162,1827,223,975,242,593,43,741,362,485,3907,392,,71,1088,,110,567,482
06/07/2020 15:00,1730,857,,276,914,1668,191,1118,139,625,32,801,280,504,4071,284,,14,1056,,61,583,416
06/07/2020 16:00,1709,962,,353,1077,1870,235,1371,70,619,28,756,344,569,3826,327,,45,1180,,28,573,476
06/07/2020 17:00,1553,912,,303,1313,1908,203,1293,70,527,44,820,376,561,3620,361,,644,1031,,23,583,563
06/07/2020 18:00,1243,757,,456,992,1642,202,1122,214,456,169,753,267,489,2963,190,,555,891,,34,502,382
06/07/2020 19:00,781,628,,272,859,1137,106,1224,116,314,70,668,155,446,1717,157,,342,653,,16,385,281
06/07/2020 20:00,485,450,,154,843,798,117,890,142,252,106,444,116,400,1522,111,,222,503,,14,249,191
06/07/2020 21:00,305,336,,179,615,642,112,1086,118,195,63,282,67,374,818,95,,168,524,,20,237,110
06/07/2020 22:00,220,272,,70,549,503,190,970,75,130,46,163,51,306,622,131,,138,394,,16,157,110
06/07/2020 23:00,131,172,,87,347,247,135,483,79,66,92,105,34,275,1760,39,,90,241,,19,118,62
07/07/2020 00:00,94,70,,31,214,60,44,222,33,33,61,65,6,141,100,19,,35,95,,1,45,15
07/07/2020 01:00,34,22,,12,66,34,13,200,13,43,52,22,2,63,179,11,,21,41,,3,21,11
07/07/2020 02:00,20,23,,16,46,31,11,122,12,16,206,12,1,40,224,5,,4,26,,2,5,3
07/07/2020 03:00,11,11,,2,137,9,9,59,4,12,188,12,1,23,123,4,,10,14,,1,7,4
07/07/2020 04:00,11,15,,1,5,18,11,84,3,8,58,16,3,32,53,4,,8,14,,6,9,4
07/07/2020 05:00,32,53,,7,59,54,15,91,35,25,21,19,17,56,154,14,,13,40,,19,21,28
07/07/2020 06:00,102,240,,29,437,164,51,329,149,133,26,78,49,219,334,45,,49,233,,36,130,136
07/07/2020 07:00,141,305,,59,483,588,125,636,185,206,161,148,97,208,902,64,,58,376,,42,193,198
07/07/2020 08:00,278,454,,74,212,766,80,681,206,259,192,250,155,296,1147,175,,98,506,,41,274,335
07/07/2020 09:00,383,414,,125,658,702,238,608,241,234,51,271,152,247,1571,126,,182,422,,58,249,287
07/07/2020 10:00,576,506,,168,815,996,377,808,26,262,37,450,137,222,1977,139,,326,584,,9,225,253
07/07/2020 11:00,550,485,,174,552,992,469,621,52,286,64,478,103,192,2342,135,,338,477,,16,258,227
07/07/2020 12:00,423,455,,199,339,941,362,1125,159,337,24,619,134,114,2304,194,,413,599,,39,297,272
07/07/2020 13:00,562,478,,230,560,1203,271,1183,71,351,34,591,124,106,2647,157,,537,622,,27,308,272
07/07/2020 14:00,868,566,,281,517,1095,154,993,87,386,33,643,152,164,2638,304,,706,623,,36,376,312
07/07/2020 15:00,1088,669,,360,581,1479,394,1110,132,433,29,731,212,228,2965,358,,618,807,,18,424,329
07/07/2020 16:00,892,690,,329,521,1604,184,1076,110,463,40,826,224,251,2371,296,,619,718,,32,426,359
07/07/2020 17:00,754,666,,316,490,1614,782,1068,69,455,29,707,215,218,2465,191,,543,840,,29,388,376
07/07/2020 18:00,479,538,,186,689,1387,675,693,77,332,83,597,185,186,1969,176,,357,795,,61,328,291
07/07/2020 19:00,424,405,,184,452,678,1041,789,45,234,68,469,97,170,1277,80,,220,376,,30,295,191
07/07/2020 20:00,282,293,,158,588,651,178,1142,56,225,55,328,63,147,1007,66,,218,327,,20,244,122
07/07/2020 21:00,129,206,,145,252,397,396,638,56,147,76,195,66,110,492,37,,127,189,,29,135,102
07/07/2020 22:00,80,152,,98,293,239,362,739,21,113,58,144,31,72,448,33,,90,240,,17,122,66
07/07/2020 23:00,61,124,,170,178,218,532,402,29,75,52,91,18,97,312,30,,66,148,,29,85,41
08/07/2020 00:00,33,69,,23,79,141,314,157,6,31,5,45,8,34,106,11,,15,61,,2,47,31
08/07/2020 01:00,10,19,,6,10,11,64,105,1,23,22,12,7,12,162,0,,3,18,,1,15,11
08/07/2020 02:00,7,4,,3,12,3,11,75,5,5,3,3,0,4,12,0,,4,106,,11,1,0
08/07/2020 03:00,4,9,,6,1,1,3,72,2,10,8,9,0,4,386,2,,0,9,,0,2,1
08/07/2020 04:00,8,10,,4,9,23,7,71,4,2,3,19,1,8,54,0,,3,8,,0,3,4
08/07/2020 05:00,25,68,,6,43,29,32,41,14,19,7,19,9,6,70,8,,2,32,,4,16,36
08/07/2020 06:00,88,258,,22,189,301,85,225,54,131,61,82,49,71,548,37,,49,242,,16,155,142
08/07/2020 07:00,167,336,,35,391,854,92,681,54,208,144,131,76,116,368,59,,69,305,,18,199,226
08/07/2020 08:00,357,429,,58,383,1299,70,449,78,223,143,239,160,186,447,156,,236,343,,33,285,393
08/07/2020 09:00,581,458,,106,367,760,71,465,84,250,108,275,150,204,958,145,,204,394,,32,267,319
08/07/2020 10:00,821,539,,178,473,876,246,486,149,289,40,449,181,217,1414,162,,905,448,,26,290,302
08/07/2020 11:00,1151,694,,250,596,894,112,669,29,369,53,596,173,287,1915,231,,785,769,,73,365,292
08/07/2020 12:00,1337,849,,318,585,1042,200,1107,197,460,42,723,238,312,2446,283,,846,965,,28,428,334
08/07/2020 13:00,1432,869,,327,750,1535,187,1303,130,546,47,809,267,373,2582,269,,1188,1126,,47,519,423
08/07/2020 14:00,1123,777,,297,1049,1592,304,1481,69,500,35,787,222,253,3046,258,,1312,898,,118,461,362
08/07/2020 15:00,991,717,,241,745,1405,275,1060,31,483,46,820,231,209,3111,256,,745,903,,82,399,383
08/07/2020 16:00,911,707,,330,478,1694,195,1161,29,506,30,750,223,192,2742,283,,729,876,,53,462,348
08/07/2020 17:00,834,734,,307,473,1660,202,1174,97,520,30,795,276,240,2733,226,,694,892,,49,529,457
08/07/2020 18:00,345,494,,192,571,1315,461,1251,88,352,120,619,159,166,1855,135,,490,963,,115,390,319
08/07/2020 19:00,193,393,,176,410,485,535,906,50,190,163,488,83,125,1873,114,,303,493,,43,255,175
08/07/2020 20:00,97,278,,130,323,477,694,924,55,178,54,299,60,105,698,67,,877,429,,77,162,108
08/07/2020 21:00,67,196,,88,284,400,729,1013,27,128,52,219,32,78,540,43,,385,449,,34,113,108
08/07/2020 22:00,56,161,,75,140,464,261,576,24,90,52,106,49,68,833,22,,160,276,,48,79,86
08/07/2020 23:00,47,111,,20,160,173,441,346,29,47,68,67,24,80,209,22,,105,339,,30,62,40
09/07/2020 00:00,25,43,,10,96,47,452,610,7,22,9,48,8,27,62,7,,212,66,,2,25,17
09/07/2020 01:00,13,15,,5,33,24,114,323,3,12,11,11,1,11,16,1,,91,68,,2,4,3
09/07/2020 02:00,4,12,,3,7,7,10,226,2,3,13,8,0,2,19,2,,5,11,,2,1,3
09/07/2020 03:00,3,3,,16,8,5,3,1,5,2,14,5,0,2,22,2,,1,71,,0,4,0
09/07/2020 04:00,4,5,,7,1,9,1,48,0,2,5,3,3,4,14,10,,2,27,,0,6,5
09/07/2020 05:00,26,47,,6,20,87,23,53,3,15,1,15,14,9,172,24,,8,56,,5,20,38
09/07/2020 06:00,117,234,,20,149,386,119,334,43,113,36,86,54,49,254,107,,64,227,,18,141,139
09/07/2020 07:00,221,395,,63,265,684,140,691,56,225,125,158,101,105,587,150,,95,416,,25,198,220
09/07/2020 08:00,404,469,,105,301,1189,60,738,25,223,91,211,164,177,557,155,,162,500,,40,270,364
09/07/2020 09:00,636,485,,119,177,864,193,533,148,211,18,312,176,312,824,173,,228,429,,36,261,324
09/07/2020 10:00,1013,644,,213,800,838,131,562,156,268,71,479,190,298,1634,210,,415,673,,31,302,311
09/07/2020 11:00,1265,746,,276,637,925,256,704,179,410,36,616,238,389,2013,313,,493,834,,76,334,341
09/07/2020 12:00,1548,849,,338,951,1519,195,1007,169,444,52,779,276,407,2487,328,,544,925,,90,474,421
09/07/2020 13:00,1815,1064,,433,994,1937,134,864,244,529,50,786,363,444,3535,364,,205,1120,,85,535,509
09/07/2020 14:00,1859,1036,,373,1132,2004,191,1005,145,584,43,863,339,486,3262,425,,810,1313,,86,566,433
09/07/2020 15:00,1964,949,,423,1009,2212,529,964,232,712,44,954,380,519,3498,429,,835,1362,,78,629,488
09/07/2020 16:00,1971,948,,352,1108,2454,148,1249,247,592,52,889,341,497,3634,530,,880,1461,,92,595,531
09/07/2020 17:00,1563,1002,,337,1184,2569,212,1174,270,676,105,925,421,606,3370,433,,819,1360,,132,674,651
09/07/2020 18:00,1295,908,,342,1148,2593,141,1054,220,568,281,824,350,603,2619,313,,686,1194,,338,652,518
09/07/2020 19:00,1083,703,,284,1245,1493,107,974,164,378,108,720,195,533,1580,237,,976,982,,94,386,312
09/07/2020 20:00,773,524,,265,971,1437,113,846,84,292,87,521,159,440,1404,211,,596,839,,65,380,240
09/07/2020 21:00,460,374,,238,719,1001,141,799,61,248,106,312,104,415,670,151,,6,546,,47,249,172
09/07/2020 22:00,315,339,,128,529,823,60,931,53,192,30,226,77,357,398,147,,0,434,,41,228,121
09/07/2020 23:00,233,225,,88,611,421,154,663,101,118,77,146,56,401,173,138,,12,467,,26,210,88
10/07/2020 00:00,88,71,,42,233,450,104,686,57,68,81,58,21,222,117,99,,39,142,,24,64,36
10/07/2020 01:00,57,45,,8,175,54,46,214,46,35,118,26,7,163,108,61,,13,65,,7,17,16
10/07/2020 02:00,19,22,,10,49,88,19,70,14,26,126,25,3,76,83,57,,3,57,,3,16,11
10/07/2020 03:00,11,25,,3,18,6,6,12,6,14,150,1,3,61,308,47,,6,54,,1,23,3
10/07/2020 04:00,13,13,,17,11,12,6,59,15,7,23,14,6,58,250,91,,3,29,,0,9,5
10/07/2020 05:00,51,58,,34,57,89,25,61,28,33,83,27,20,85,609,63,,4,63,,6,25,50
10/07/2020 06:00,183,274,,56,365,584,134,486,126,126,136,97,62,271,483,292,,45,337,,71,152,130
10/07/2020 07:00,268,350,,63,847,1035,216,836,53,219,154,164,105,390,763,245,,58,395,,99,175,221
10/07/2020 08:00,495,437,,95,843,1492,151,772,122,248,221,250,168,414,1236,275,,123,457,,78,277,345
10/07/2020 09:00,775,468,,134,789,1354,225,627,307,285,19,286,153,340,2068,255,,282,517,,32,246,316
10/07/2020 10:00,1026,632,,253,893,1394,160,714,201,448,60,482,192,296,2302,209,,525,685,,47,334,325
10/07/2020 11:00,1271,750,,249,1085,1347,152,1074,75,436,49,620,226,342,3536,385,,555,703,,44,371,378
10/07/2020 12:00,1525,871,,381,956,1855,199,1386,119,559,44,752,300,420,3397,386,,569,828,,38,481,440
10/07/2020 13:00,1762,960,,406,1199,1921,204,1218,315,661,32,774,390,525,4097,339,,658,1016,,95,617,526
10/07/2020 14:00,2053,1023,,345,994,1340,278,1332,215,699,49,822,384,563,3391,423,,592,1166,,140,603,497
10/07/2020 15:00,2012,1015,,242,1223,1632,148,1731,265,693,59,893,401,635,3718,367,,712,1307,,72,639,551
10/07/2020 16:00,2112,926,,266,1055,1973,179,1314,193,773,46,913,384,641,4106,378,,643,1668,,67,691,570
10/07/2020 17:00,2096,995,,316,1343,1890,241,1632,301,720,69,980,433,621,3544,371,,650,1543,,52,704,642
10/07/2020 18:00,1474,967,,332,1000,1983,224,1222,156,540,129,906,345,659,3269,389,,640,1293,,40,647,507
10/07/2020 19:00,1028,729,,313,902,1607,208,1444,132,441,128,735,252,575,2084,212,,334,949,,29,475,360
10/07/2020 20:00,794,627,,224,883,1031,126,1373,159,356,110,620,167,446,1584,261,,412,976,,34,444,231
10/07/2020 21:00,584,510,,150,888,716,183,1245,150,313,91,411,122,420,1126,185,,200,982,,38,364,208
10/07/2020 22:00,393,392,,108,877,681,135,1194,141,267,85,265,93,421,1087,143,,141,627,,16,305,168
10/07/2020 23:00,301,282,,74,772,616,95,926,135,204,115,187,78,475,868,145,,113,592,,18,260,114
11/07/2020 00:00,183,174,,53,425,351,75,560,84,131,59,158,36,428,154,64,,66,325,,17,104,51
11/07/2020 01:00,101,59,,21,372,244,97,219,105,53,100,47,22,413,76,40,,20,189,,13,188,27
11/07/2020 02:00,49,45,,11,206,77,66,333,50,30,64,39,9,263,25,71,,18,170,,10,29,16
11/07/2020 03:00,31,23,,18,139,54,36,216,14,21,93,27,5,110,41,9,,4,69,,2,18,5
11/07/2020 04:00,11,18,,18,38,10,90,168,13,10,51,18,5,57,19,30,,5,15,,0,13,3
11/07/2020 05:00,28,17,,12,30,27,44,200,10,15,23,21,7,86,203,10,,2,22,,3,12,12
11/07/2020 06:00,82,140,,20,265,272,28,185,55,58,27,67,20,139,291,75,,20,229,,15,53,47
11/07/2020 07:00,134,163,,41,396,508,62,333,82,99,108,92,52,214,492,86,,62,190,,32,77,71
11/07/2020 08:00,350,226,,78,456,701,124,445,68,142,71,133,61,258,875,98,,173,295,,44,156,135
11/07/2020 09:00,666,326,,135,615,931,140,880,122,221,32,259,82,268,1840,176,,315,481,,30,216,212
11/07/2020 10:00,992,550,,247,797,1197,132,972,109,260,21,441,130,319,2390,159,,684,676,,34,273,293
11/07/2020 11:00,1388,669,,305,868,1380,350,1093,196,436,36,558,199,400,3004,190,,552,737,,28,440,365
11/07/2020 12:00,1735,940,,418,1002,1794,362,1452,269,494,48,796,324,452,3492,285,,896,1361,,34,557,510
11/07/2020 13:00,2047,963,,454,1035,2257,425,1629,221,602,46,829,406,587,3938,376,,765,1440,,38,607,550
11/07/2020 14:00,2296,1117,,405,841,2659,267,1392,255,698,80,908,466,646,4036,363,,876,1493,,38,747,559
11/07/2020 15:00,2184,1089,,331,1033,2464,299,1628,231,667,44,924,465,685,3960,404,,851,1522,,41,718,568
11/07/2020 16:00,2020,1034,,345,1357,2523,297,1174,212,778,39,859,399,677,3850,321,,1048,1527,,46,751,556
11/07/2020 17:00,1895,879,,323,1118,2028,268,1578,227,653,96,936,332,601,3712,290,,1264,1358,,66,694,489
11/07/2020 18:00,1440,804,,311,1339,2023,164,1254,225,600,108,832,258,629,2755,231,,813,1276,,62,717,438
11/07/2020 19:00,1052,705,,262,1127,1446,273,1236,167,429,105,804,196,567,2147,154,,376,1207,,37,459,317
11/07/2020 20:00,708,609,,246,987,1429,338,1175,176,398,148,607,135,520,1118,139,,277,889,,49,399,241
11/07/2020 21:00,485,443,,160,647,1070,616,1023,70,321,65,366,95,457,1033,158,,155,723,,31,348,140
11/07/2020 22:00,429,468,,82,799,1407,896,1350,131,271,48,259,96,452,959,176,,105,743,,62,316,175
11/07/2020 23:00,367,359,,113,805,974,1200,1246,145,244,100,188,78,425,1134,223,,170,623,,30,247,112
12/07/2020 00:00,248,235,,75,579,445,483,693,64,165,27,133,74,331,217,121,,91,372,,55,195,95
12/07/2020 01:00,173,58,,41,192,245,48,341,53,91,51,69,26,297,190,62,,52,168,,35,69,31
12/07/2020 02:00,73,40,,31,176,89,39,270,74,46,46,54,11,378,84,41,,39,103,,8,27,16
12/07/2020 03:00,37,27,,27,122,28,21,305,13,24,44,47,4,153,133,12,,19,47,,17,16,7
12/07/2020 04:00,31,17,,7,123,28,12,67,10,25,45,12,6,107,77,51,,24,34,,9,12,5
12/07/2020 05:00,28,13,,21,88,12,5,88,5,22,27,25,7,74,22,6,,18,18,,3,3,11
12/07/2020 06:00,48,56,,17,107,21,26,153,14,29,18,31,16,75,78,36,,10,56,,8,28,20
12/07/2020 07:00,70,90,,60,161,130,31,168,18,41,41,35,19,80,144,45,,19,81,,5,32,37
12/07/2020 08:00,125,119,,47,221,251,50,621,37,53,68,75,38,145,398,43,,29,170,,15,72,50
12/07/2020 09:00,289,229,,71,365,571,65,759,78,121,82,160,56,168,1385,79,,97,324,,17,118,108
12/07/2020 10:00,584,315,,127,509,755,130,1211,123,175,112,290,92,195,1695,96,,296,405,,26,159,173
12/07/2020 11:00,946,468,,244,682,1016,158,1471,203,266,75,417,155,291,2657,161,,334,777,,63,280,303
12/07/2020 12:00,1285,698,,302,522,1067,219,1235,176,370,110,630,182,397,3260,205,,474,796,,41,379,322
12/07/2020 13:00,1550,746,,305,731,1374,158,1427,209,457,116,682,240,490,3974,232,,770,1104,,23,438,418
12/07/2020 14:00,1682,802,,337,816,1861,176,1500,198,538,124,630,290,545,4363,279,,798,1185,,38,526,435
12/07/2020 15:00,1728,833,,340,800,2037,240,1484,180,516,107,736,284,483,3716,261,,856,1180,,37,551,395
12/07/2020 16:00,1680,855,,341,894,1294,329,1489,179,516,102,771,286,498,3871,258,,819,1185,,18,557,342
12/07/2020 17:00,1451,786,,294,1139,1565,169,1506,104,454,132,615,216,492,3443,213,,631,1065,,160,495,333
12/07/2020 18:00,1146,663,,231,1155,1398,48,1139,91,371,136,606,208,441,2787,170,,472,984,,91,424,287
12/07/2020 19:00,875,657,,209,966,959,56,1394,149,236,80,513,192,340,1913,173,,285,786,,12,353,241
12/07/2020 20:00,640,509,,186,736,837,72,1413,112,242,93,410,106,299,1784,98,,206,691,,85,237,151
12/07/2020 21:00,403,404,,163,677,643,64,1395,118,191,65,295,84,316,1384,106,,123,548,,106,196,115
12/07/2020 22:00,295,351,,94,457,552,65,1064,89,174,66,206,75,300,830,115,,86,601,,16,216,123
12/07/2020 23:00,192,189,,42,307,292,75,545,77,96,57,109,40,315,331,51,,80,417,,85,102,69
13/07/2020 00:00,107,89,,33,308,74,52,334,24,41,35,69,18,150,138,28,,90,97,,15,73,21
13/07/2020 01:00,34,26,,9,97,18,42,333,7,23,31,38,1,47,376,30,,31,59,,1,16,5
13/07/2020 02:00,18,16,,9,110,41,13,402,9,10,35,16,1,33,21,2,,11,113,,1,18,10
13/07/2020 03:00,13,12,,8,105,5,10,227,3,8,10,15,2,28,24,4,,0,8,,6,5,3
13/07/2020 04:00,15,11,,3,215,3,4,20,4,8,19,10,3,34,32,1,,3,20,,4,8,6
13/07/2020 05:00,45,67,,11,159,79,23,103,25,25,48,24,17,77,93,23,,3,61,,4,26,32
13/07/2020 06:00,176,241,,36,472,481,65,372,102,158,69,93,62,274,424,80,,36,268,,25,141,135
13/07/2020 07:00,296,352,,54,788,987,111,464,82,198,140,175,139,347,1228,87,,73,336,,32,180,247
13/07/2020 08:00,374,443,,64,509,1146,44,501,118,197,216,214,189,433,1684,112,,93,326,,31,274,344
13/07/2020 09:00,632,405,,116,631,1152,11,446,2,210,25,268,183,335,1621,169,,52,349,,19,237,284
13/07/2020 10:00,875,579,,174,749,892,234,827,1,222,19,481,168,294,2247,186,,242,351,,35,251,236
13/07/2020 11:00,1121,657,,210,650,976,151,666,11,338,26,665,198,303,2933,250,,2024,605,,33,325,278
13/07/2020 12:00,1467,872,,286,741,1488,233,813,30,397,77,721,248,337,3391,255,,2082,766,,35,457,379
13/07/2020 13:00,1701,889,,385,810,1875,449,1105,32,522,35,789,358,432,4128,332,,2472,1043,,53,548,461
13/07/2020 14:00,1693,906,,321,945,1895,209,856,40,524,38,809,296,416,4378,292,,3178,1161,,28,506,376
13/07/2020 15:00,1792,985,,338,991,2041,163,990,130,495,42,836,319,486,4402,340,,2093,1091,,38,505,409
13/07/2020 16:00,1854,934,,338,781,2131,299,1191,169,583,37,817,330,536,4573,374,,834,1295,,68,472,450
13/07/2020 17:00,1663,908,,316,1025,2377,189,1168,204,583,53,821,413,465,3832,316,,897,1130,,66,465,536
13/07/2020 18:00,1191,771,,295,1216,1988,167,1045,156,480,137,788,245,493,3805,254,,475,1048,,37,387,364
13/07/2020 19:00,716,500,,305,670,1353,25,900,138,259,98,545,139,427,2564,135,,285,662,,32,227,208
13/07/2020 20:00,462,434,,144,749,1075,88,1074,127,204,71,437,74,332,2571,125,,193,617,,39,173,130
13/07/2020 21:00,320,300,,305,552,1451,64,988,105,162,47,245,52,288,1753,90,,139,441,,20,200,92
13/07/2020 22:00,223,277,,162,363,1433,29,928,60,141,57,161,46,266,978,113,,111,567,,215,148,90
13/07/2020 23:00,141,175,,47,229,711,161,895,78,87,86,136,36,234,584,98,,72,245,,89,90,47
14/07/2020 00:00,64,65,,26,146,608,187,622,22,37,60,56,23,137,110,82,,73,96,,5,24,26
14/07/2020 01:00,35,45,,21,120,57,52,351,6,12,53,15,3,48,166,28,,7,81,,13,22,10
14/07/2020 02:00,27,18,,7,48,35,72,66,10,15,139,22,0,45,129,5,,7,97,,2,7,6
14/07/2020 03:00,9,16,,7,6,5,237,42,7,19,52,11,1,20,80,22,,2,43,,3,6,3
14/07/2020 04:00,13,8,,5,9,36,108,19,4,14,93,9,2,34,54,5,,3,31,,0,1,5
14/07/2020 05:00,38,58,,15,114,66,17,94,19,25,77,18,16,56,106,38,,2,37,,10,20,32
14/07/2020 06:00,130,285,,81,504,614,62,441,128,157,169,84,78,257,643,154,,43,279,,43,142,139
14/07/2020 07:00,244,337,,97,990,1107,132,634,179,217,123,183,111,376,1001,130,,58,332,,49,209,210
14/07/2020 08:00,394,448,,90,807,1466,122,926,159,215,112,243,189,391,1393,213,,91,485,,50,296,370
14/07/2020 09:00,597,475,,140,736,1144,147,674,74,244,68,336,182,319,3070,174,,422,505,,47,254,307
14/07/2020 10:00,821,575,,193,767,1222,129,784,76,293,53,499,185,303,2643,258,,824,429,,59,315,313
14/07/2020 11:00,1121,713,,234,508,1448,121,949,89,321,20,628,194,310,2801,273,,525,703,,26,390,311
